,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
5364,ironplanet_1703726,0.10540609052412186,-6.7328242930088305,0,-0.6666666666666666,0,"74"" Wide General Purpose Smooth Edge Bucket",1,,Cushion Tires,,45.382918976151714,21500.0,17618.299
3191,PW_DD1289,0.17281461933350872,-1.6292163323991198,0,-1.0,0,"Kubota 68""W bucket",1,Kubota V3307-CR four cylinder turbo diesel engine,Titan 12-16.5 NHS tires,Two speed hydrostatic transmission,55.96848318570612,23500.016,21953.318
5495,rbauction_10239624,0.21970666902392466,-0.1641636431799133,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,35.5737106320358,24999.992,23390.812
2563,PW_H1380,-0.07256623955150854,-0.769452496254063,0,-0.3333333333333333,0,"80""W bucket",1,"81 HP, Case 3.2L four cylinder turbo diesel engine",12-16.5 tires,Hydrostatic transmission,38.45382572530309,17000.002,16232.981
2883,PW_J8873,-0.3055924010504629,-0.4163233419278065,0,-0.3333333333333333,0,,0,John Deere 5030TT001 3.0L turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,72.30575317978672,12500.001,10687.944
3955,rbauction_11179388,-0.24726775590351655,0.5331956806869701,0,0.0,0,bkt,1,,,,17.750116930073006,13499.996,12449.44
1897,rbauction_11067290,-0.21970666902392466,-0.1445481897256145,0,-0.3333333333333333,0,bkt,1,,,,27.51126817410807,14000.007,13692.23
2342,PW_A7180,-0.5378913790328381,-0.5650225628904997,0,0.6666666666666666,0,"73"" bucket with bolt-on edge",1,"27 HP, Kubota four cylinder diesel engine","12-16.5NHS tires, Tires need replaced",Hydrostat transmission,44.93087677869193,9200.001,8007.932
2075,rbauction_10273233,-0.27586912621808235,0.0,1,0.0,0,bkt,1,,,,39.778862896267704,13000.003,13181.446
5880,ironplanet_1641207,0.2043961207529144,-1.2072825131442972,0,-0.6666666666666666,0,"80"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,26.15330089741212,24499.994,21929.988
5314,ironplanet_1474509,-0.09519019911061033,-1.093063948936014,0,-0.6666666666666666,0,General Purpose Smooth Edge Bucket (installed post inspection) Ultra Low Sulfur Diesel,1,,Solid Tires,,26.392765887048753,16500.002,15863.1455
5625,rbauction_10608173,-0.36878285015768775,-0.5824141296124079,0,-0.3333333333333333,0,bkt,1,,aperture tires,,15.966419232222743,11500.001,11511.665
968,rbauction_10673864,-0.09519019911061033,-0.7213964493526677,0,-0.6666666666666666,0,bkt,1,,,,23.16011920174769,16500.002,16916.357
2977,PW_K4997,-0.27586912621808235,-0.8990906839508301,0,0.3333333333333333,0,"Melroe 60Low 60""W low profile bucket",1,Caterpillar four cylinder turbo diesel engine,Samson 10-16.5NHS tires,Hydrostatic transmission,20.24216708231224,13000.003,12885.533
5989,ironplanet_1738874,0.08757358863328601,-0.9945541724729376,0,-0.6666666666666666,0,74” Wide General Purpose Smooth Edge Bucket,1,,,,45.84231966453654,20999.99,17276.805
3293,PW_DD8309,-0.7342559650537872,0.0,1,1.3333333333333333,0,"72""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,35.770463680409705,7100.002,6550.9165
368,rbauction_10609016,-0.21970666902392466,-0.6919655766791388,0,-1.0,0,,0,,solid tires,,24.97686559829792,14000.007,13030.016
3723,rbauction_11196525,-0.5545480135607281,-0.05167639964100707,0,-0.3333333333333333,0,bkt,1,,aperture tires,,32.53738183376285,9000.005,8770.719
718,rbauction_10828832,0.13985958538880894,0.7628568826168348,0,0.6666666666666666,0,bkt,1,,,,30.31970449017324,22500.004,21723.125
3062,PW_DB3442,-0.33652920114355295,0.5860433176022719,0,0.0,0,Joystick bucket controls,1,Caterpillar four cylinder turbo diesel engine,12x16.5 tires,Two speed hydrostatic transmission,46.587788696882036,12000.001,12318.642
3684,ironplanet_1707989,0.38272804578826136,-1.6918774575675273,0,-0.6666666666666666,0,"74"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,37.977203176570356,31000.0,30812.396
420,rbauction_10625789,-0.16742067226840174,0.986788175634974,0,0.3333333333333333,0,,0,,,,21.44222420153661,15000.002,14360.876
2213,PW_5872,-0.36878285015768775,-1.01391378266266,0,-0.3333333333333333,0,"62"" toothed bucket",1,Case 4-390 74hp engine,12-16.5 tires,,50.55272509294946,11500.001,11132.076
4588,rbauction_10497808,0.3055924010504629,0.047635828637275904,0,0.0,0,bkt,1,,,,13.029197709468546,27999.998,30553.578
4557,bigiron_AF1277,0.3321862301556351,-0.4673391582960363,0,-0.6666666666666666,0,"80"" Bucket, Hydraulic Bucket Positioning",1,Kubota Engine,"17.7"" Tracks",,18.616630981307708,28999.998,16515.871
200,rbauction_10259799,-0.8011681962924699,0.6394728289558176,0,0.6666666666666666,0,bkt,1,,,,42.902639279596364,6499.9985,5763.58
4091,rbauction_11250237,-0.36878285015768775,0.0,1,-0.6666666666666666,0,,0,,,,44.88530462648299,11500.001,9832.89
4064,rbauction_10495565,0.08757358863328601,0.0,1,0.3333333333333333,0,bkt,1,,,,40.940568963840384,20999.99,18967.008
2039,rbauction_10197975,-0.16742067226840174,0.0,1,0.3333333333333333,0,bkt,1,,,,42.92225442983336,15000.002,14062.228
2357,PW_D7992,-0.7342559650537872,0.2860520810207232,0,0.6666666666666666,0,"72"" bucket, Joystick bucket controls",1,"56 HP, Four cylinder diesel engine",12-16.5 NHS tires,Hydrostatic transmission,26.00628545692405,7100.002,7750.1187
1028,rbauction_10607401,-0.5978653096258961,-0.01451678373033411,0,-0.3333333333333333,0,bkt,1,,,,46.116550286119725,8500.006,7840.9653
5713,ironplanet_2017288,-0.8618282712179406,-5.767973082403778,0,0.0,1,General Purpose Bucket,1,,,,45.02631127746889,5999.9976,5659.2603
1373,rbauction_10785280,0.08757358863328601,-1.999896729587292,0,-1.0,0,bkt,1,,,,37.24889337452639,20999.99,20496.727
179,rbauction_10835332,-0.5135733665429933,-0.4090841105180384,0,-0.3333333333333333,0,,0,,,,40.9609917111269,9500.0,8396.483
1628,rbauction_10078008,-0.5135733665429933,1.2429472148421117,0,0.0,0,,0,,,,24.726445282641464,9500.0,9230.25
1586,rbauction_10257681,-0.4747009299256124,0.036657617943446116,0,0.3333333333333333,0,bkt,1,,,,30.442140612829018,10000.001,8323.668
1938,rbauction_10457825,-0.27586912621808235,-0.7383952784733553,0,-0.6666666666666666,0,bkt,1,,solid tires,,23.655684015652252,13000.003,13523.873
1404,rbauction_10755312,-0.8011681962924699,0.5618630273257293,0,1.6666666666666667,0,bkt,1,,,,42.024339804841254,6499.9985,6964.4614
5224,rbauction_10356042,-0.6927197423427893,0.7834943397780919,0,0.3333333333333333,0,bkt,1,,,,20.20504736005409,7499.9976,7815.1284
2942,PW_K5554,-0.33652920114355295,0.3164098802662902,0,0.0,0,"80""W bucket",1,Four cylinder turbo diesel engine,"18""W tracks",Hydrostatic transmission,21.039664083688546,12000.001,10893.176
4541,rbauction_10089189,0.24942994385630435,-5.0238376173538,0,-1.0,0,,0,,,,52.47096593869021,25999.994,27535.629
2958,PW_L3914,-0.8618282712179406,0.17237785826484314,0,1.3333333333333333,0,"72""W bucket",1,Four cylinder diesel engine,265/70D16.5 tires,Hydrostatic transmission,33.71575768415767,5999.9976,5617.4688
3965,bigiron_EP6043,-0.7396117920332044,0.4189273024961016,0,0.0,1,,0,Isuzu 4 Cylinder Diesel Engine,Hydraulic Remote Hydraulic 12-16.5 Tires,,18.563621185849666,7049.9985,8419.456
1751,rbauction_11084819,-0.1931128399187525,-0.1117083118517035,0,-0.3333333333333333,0,bkt,1,,cushion tires,,17.384879261613676,14499.993,14075.001
1946,rbauction_10118397,-0.36878285015768775,-0.05956488459014539,0,0.0,0,bkt,1,,,,36.81895474918428,11500.001,10150.399
5646,ironplanet_1790227,0.4527328305228782,-2.309143740435621,0,-0.6666666666666666,0,"73"" General Purpose Smooth Edge Bucket",1,,,,34.08249702990388,34000.023,32264.336
1865,rbauction_11313369,-0.02924894348634055,0.13825691150138344,0,0.0,0,bkt,1,,,,29.988040115444164,18000.002,16415.828
407,rbauction_10095084,-0.14257102428612622,-0.23165514992056216,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,29.09479916348605,15499.992,16239.129
169,rbauction_10446345,-0.5978653096258961,0.1085920894441517,0,0.6666666666666666,0,bkt,1,,,,43.480883468629344,8500.006,8401.36
5702,rbauction_10685249,-0.402470456767821,-1.3851485204886638,0,-0.3333333333333333,0,bkt,1,,aperture tires,,24.13079891966664,11000.002,10006.66
4881,rbauction_11134207,-0.36878285015768775,-0.2823584243431683,0,-0.3333333333333333,0,bkt,1,,solid tires,,40.58949009337449,11500.001,11606.356
3239,PW_EK9552,-0.09519019911061033,-0.009928457161347269,0,0.3333333333333333,0,"77""W low profile bucket",1,John Deere five cylinder turbo diesel engine,14-17.5 tires,Hydrostatic transmission,36.72832351271751,16500.002,15555.539
3674,rbauction_11047139,-0.5978653096258961,0.2842682373070704,0,-0.3333333333333333,0,,0,,,,44.2101295282269,8500.006,7411.9204
1060,rbauction_10574440,-0.16742067226840174,0.18045373512183047,0,0.6666666666666666,0,bkt,1,,,,39.575788925163,15000.002,13478.513
4506,rbauction_11142159,-0.5545480135607281,0.21525979081268584,0,0.3333333333333333,0,bkt,1,,,,34.12194478723356,9000.005,8593.601
2648,PW_H9012,-0.9416753548530544,0.0,1,0.6666666666666666,0,"71""W bucket, Bucket latch handle has been repaired",1,"Engine access door latch area damaged, Engine knocks, Engine shroud damaged, New Holland 450NC 5.0L four cylinder diesel engine",14-17.5 tires,Hydrostatic transmission,39.116033869600244,5400.0005,5477.6416
2674,PW_E6124,-0.6159101231481472,0.7743441021416254,0,1.0,0,"73""W bucket",1,"60 HP, Case 4-390 239 C.I.D. four cylinder diesel engine",Bossman Grip VI 12-16.5 tires,Hydrostatic transmission,31.73791262559513,8299.999,8208.544
1662,rbauction_10123371,-0.09519019911061033,-0.3501533730940051,0,-0.3333333333333333,0,bkt,1,,cushion tires,,18.205116683798803,16500.002,14900.867
544,rbauction_10890136,0.10540609052412186,0.0714671446513832,0,-0.6666666666666666,0,,0,,,,55.595809140661366,21500.0,21924.174
5995,ironplanet_1838490,-0.02924894348634055,-6.7328242930088305,0,-1.0,0,"67"" Wide Grapple Bucket",1,,Solid Tires,,49.40176679950175,18000.002,16142.87
503,rbauction_10221704,0.18876986893083456,-0.9473386651075902,0,-0.6666666666666666,0,bkt,1,,,,37.07804380649016,23999.99,24379.17
1873,rbauction_10223979,-0.3055924010504629,0.0,1,1.6666666666666667,0,bkt,1,,,,29.454412936049604,12500.001,10133.841
3536,rbauction_10479192,-0.21970666902392466,-0.317666619531248,0,0.6666666666666666,0,bkt,1,,solid tires,,55.453418506375506,14000.007,14598.062
115,rbauction_10444413,-0.008484730537539066,0.0,1,-0.6666666666666666,0,,0,,,,28.356970801821685,18500.004,17363.357
4763,bigiron_DB2772,-0.6826818954181437,0.5518916605861672,0,1.3333333333333333,0,Bucket Will Lift 9-1/2',1,Diesel 50 HP Engine,Tires: 10X16.5,,44.332036611467885,7600.0,5892.095
2988,PW_DB0654,-0.07256623955150854,0.2854578689413902,0,-0.6666666666666666,0,,0,"95 HP, Caterpillar C3.8 3.8L four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,34.07717263787381,17000.002,16947.975
2437,PW_E3026,-0.6533422431519806,0.22135539993131206,0,1.0,0,"70"" quick attach bucket",1,Four cylinder diesel engine,10-16.5 tires,,20.94762786397064,7899.999,7216.5366
2513,PW_B5845,-0.8129179876759149,0.0,1,1.0,0,,0,Kubota four cylinder diesel engine,10-16.5 tires,,16.67628306255318,6400.0,6287.266
3833,rbauction_10814151,0.08757358863328601,0.5058763576245284,0,-0.3333333333333333,0,bkt,1,,,,33.0747120743143,20999.99,20670.787
5451,rbauction_10578504,0.18876986893083456,0.7287220549837228,0,0.0,0,Q/C bkt,1,,,,39.58783208849594,23999.99,22668.28
2938,PW_L4147,-0.09519019911061033,0.6206023728319373,0,0.0,0,"73""W bucket",1,Kubota V3300-T four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,47.347591945320644,16500.002,15819.14
727,rbauction_10645419,-0.07256623955150854,-0.052549407088390204,0,-0.6666666666666666,0,,0,,solid tires,,35.943863124528214,17000.002,17172.168
4221,rbauction_11059140,-0.4747009299256124,-0.3526082885142509,0,1.0,0,bkt,1,,,,19.72834439121089,10000.001,13048.046
28,rbauction_10303574,-0.16742067226840174,-0.9152693465609744,0,0.6666666666666666,0,bkt,1,,solid tires,,56.024999634045784,15000.002,15615.291
3923,rbauction_10876405,-0.11851038872637608,0.22039574357676586,0,0.0,0,bkt,1,,,,22.973947078492,16000.009,15719.208
4159,rbauction_11243915,-0.5545480135607281,0.0,1,0.3333333333333333,0,bkt,1,,,,32.989736544942964,9000.005,7988.1304
988,rbauction_10400958,-0.402470456767821,0.2773964061416565,0,-0.3333333333333333,0,bkt,1,,aperture tires,,31.25138386400669,11000.002,10413.5
2361,PW_B2730,0.011725703531394238,-0.5319932633085368,0,-0.6666666666666666,0,John Deere T72 loader bucket,1,"85 HP, Caterpillar 3044C four cylinder diesel engine",12x16.5 tires,Hydrostatic transmission,33.29172713717605,19000.012,17274.283
1079,rbauction_10372968,-0.21970666902392466,-0.7645268219865189,0,-0.3333333333333333,0,bkt,1,,,,46.452915304039536,14000.007,13399.882
5052,rbauction_10794147,-0.0505981401487734,1.5153593403687502,0,-0.3333333333333333,0,,0,,,,35.278274223947165,17499.992,15808.416
5361,rbauction_10872640,0.8509238188662378,-2.565609384243915,0,-1.0,0,bkt,1,,,,35.07815269820347,57500.004,65966.28
5289,rbauction_10846539,0.17281461933350872,-0.762564261572622,0,-0.6666666666666666,0,bkt,1,,,,47.58377913712472,23500.016,23534.982
3630,rbauction_10434014,-0.16742067226840174,-0.475077053459512,0,-0.3333333333333333,0,bkt,1,,aperture tires,,18.97657717016577,15000.002,14916.409
4501,bigiron_DG7456,-0.17759325941268944,0.11084297803207596,0,0.3333333333333333,0,"72"" Smooth Bucket",1,Case 75 Hp 3 Cylinder Turbocharged Diesel Engine,12.00 X 16.5 Tires,,28.906807009389077,14800.003,14672.426
3898,rbauction_10651715,-0.02924894348634055,-0.16218226519398948,0,-0.3333333333333333,0,Q/C bkt,1,,,,27.03357996574965,18000.002,17606.658
4738,rbauction_11030545,-0.8011681962924699,0.4683175829572676,0,0.3333333333333333,0,,0,Nissan 4 cyl,,,46.76352044181946,6499.9985,6120.082
3318,PW_EF9995,-0.9702767251676204,0.0,1,1.0,0,"74""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,32.28740529949209,5199.9985,5486.8696
1159,rbauction_11222970,-0.4747009299256124,-0.11498447762165966,0,1.0,0,bkt,1,,,,55.871001540807,10000.001,8940.508
234,rbauction_10447470,-0.0505981401487734,0.06078461861400208,0,-0.3333333333333333,0,bkt,1,,,,36.342846002681476,17499.992,17210.254
5726,ironplanet_1830426,-0.3055924010504629,-6.7328242930088305,0,-0.3333333333333333,0,"67"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,79.1153073117152,12500.001,13298.989
5488,ironplanet_1891313,-0.9558411198801284,0.0,1,0.3333333333333333,0,,0,Counterweight Package There was no response from the engine when the key was turned.  The main components could not be operationally checked. Seller comments: Item has a bad engine,,,31.43766618896889,5300.0015,4847.3203
3596,rbauction_10203354,-0.11851038872637608,-1.9879476279865769,0,-1.0,0,bkt,1,,solid tires,,47.267562175341844,16000.009,16259.43
1232,rbauction_11143008,-0.5135733665429933,0.3835009762405554,0,0.3333333333333333,0,bkt,1,,,,27.50470852548616,9500.0,8877.102
623,rbauction_10480609,-0.11851038872637608,1.0693138021532145,0,-0.6666666666666666,0,bkt,1,,,,22.76326740509285,16000.009,17378.4
4570,rbauction_10900387,-0.402470456767821,0.3435305815229349,0,0.0,1,bkt,1,,,,26.86327192943421,11000.002,10705.613
3156,PW_EJ9835,-0.7559101914500141,0.3842980527615382,0,2.0,0,"60""W bucket",1,Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,40.59880251936469,6899.9976,6830.715
3217,PW_DV9303,-0.563015658785968,0.9159336233467432,0,0.0,0,"72""W bucket",1,Four cylinder diesel engine,Lifemaster 12-16.5 tires,Hydrostatic transmission,23.73007695071588,8900.006,8489.498
2428,PW_G7588,-1.0,0.10239053838581247,0,1.0,0,"60"" smooth bucket",1,"36 HP, Four cylinder diesel engine",10-16.5 tires,,30.770500759891423,4999.998,4931.4927
941,rbauction_10632571,-0.008484730537539066,-0.4900414348169285,0,-1.0,0,,0,,solid tires,,38.75707311081972,18500.004,16863.541
4351,rbauction_10139381,-0.5545480135607281,0.7593985382395835,0,0.3333333333333333,0,bkt,1,,,,16.952872125574185,9000.005,10781.945
440,bigiron_FP9641,-0.563015658785968,-0.5848126165462442,0,1.6666666666666667,0,"54"" Wide Bucket, Quick Disconnect Bucket",1,4 Cylinder Ford Gas Engine Model VSG-4111,Tire Size 27 X 8.50-15,Hydrostat Transmission,44.68373179627777,8900.006,8779.982
3848,rbauction_11165761,-0.6438094588007637,1.1281679060085683,0,0.3333333333333333,0,bkt,1,,aperture tires,,36.799955334724814,8000.001,7863.1836
1328,rbauction_11035063,-0.21970666902392466,0.4148329108391016,0,0.3333333333333333,0,bkt,1,,cushion tires,,35.47617351882933,14000.007,14013.2295
5240,bigiron_AP0479,-0.3055924010504629,0.15634418912438053,0,0.0,0,6' Bucket,1,Diesel Motor,,,42.47233191119491,12500.001,13013.027
3936,rbauction_10527893,0.0314111314391301,-0.10102901312124728,0,-0.6666666666666666,0,grapple bkt,1,,,,18.55960694078761,19500.006,19632.041
5016,rbauction_11343659,-0.8618282712179406,-0.6785021742409255,0,-0.6666666666666666,0,bkt,1,,segmented tires,,23.492358040831565,5999.9976,5130.4307
4461,rbauction_10867044,-0.33652920114355295,0.7233229882685174,0,0.6666666666666666,0,bkt,1,,,,38.792542393376344,12000.001,11284.08
4123,rbauction_10098773,-0.6927197423427893,-0.6556436457546072,0,2.6666666666666665,0,bkt,1,,,,37.772019832655175,7499.9976,8767.064
6072,ironplanet_1868165,-0.24726775590351655,-6.7328242930088305,0,-0.3333333333333333,0,"66"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,52.36084458689757,13499.996,11573.364
45,rbauction_9928943,-0.008484730537539066,0.764925371313366,0,0.3333333333333333,0,hyd Q/C bkt,1,,,,31.78088231073534,18500.004,15759.09
1242,rbauction_10579265,-1.0,-0.2284479202342058,0,0.0,1,bkt,1,,,,24.31148765442681,4999.998,4787.9424
141,rbauction_10517350,-0.6438094588007637,-1.0230964173815242,0,-0.3333333333333333,0,bkt,1,,,,26.763659921001484,8000.001,6770.5093
573,rbauction_10226012,-0.5545480135607281,1.1307825794373638,0,0.3333333333333333,0,bkt,1,,solid tires,,30.45953890077401,9000.005,9012.958
5606,rbauction_10167789,0.3055924010504629,-0.26161371233552244,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,50.43256813263911,27999.998,28112.348
552,rbauction_10491058,-0.27586912621808235,1.1033423833560918,0,0.3333333333333333,0,bkt,1,,,,47.08129774211753,13000.003,13266.928
4046,rbauction_10179973,-0.7450057390983122,0.0,1,0.0,0,bkt,1,,,,28.15921675266354,6999.9995,6701.549
2374,PW_B6963,0.10540609052412186,0.5794757781292579,0,-0.6666666666666666,0,,0,"75 HP , Kubota four cylinder diesel engine",12-16.5 tires,,23.03657878376697,21500.0,19285.857
1988,rbauction_10651752,-0.0505981401487734,-0.3235927244707143,0,-0.6666666666666666,0,,0,,solid tires,,13.855668242177481,17499.992,16578.6
3743,rbauction_10477448,-0.402470456767821,0.12014811695704848,0,0.6666666666666666,0,bkt,1,,,,11.073197499053533,11000.002,10883.664
5414,rbauction_10743400,0.18876986893083456,-0.9152693465609744,0,-0.6666666666666666,0,,0,,,,28.400106580818203,23999.99,24052.049
3054,PW_DD0882,-0.6068340103162511,0.0,1,1.3333333333333333,0,"72""W bucket",1,Turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,23.48757300277395,8399.999,8737.808
5990,rbauction_11131041,-0.24726775590351655,0.3589726570564579,0,-0.6666666666666666,0,bkt,1,,,,33.87381100557081,13499.996,13371.683
6020,rbauction_11124238,-0.6438094588007637,1.4070407594970922,0,-0.3333333333333333,0,bkt,1,,,,28.295653102742282,8000.001,7112.3564
3948,rbauction_10841448,-0.0505981401487734,-0.7557296323735273,0,-0.6666666666666666,0,bkt,1,,aperture tires,,30.22159557139648,17499.992,16562.055
2363,PW_D4207,-0.24726775590351655,0.18612954736298654,0,0.0,0,"78"" toothed bucket, Bucket is cracked and has one missing tooth",1,"81 HP, Kubota 3.3L four cylinder turbo diesel engine",12x16.5 tires,,25.179093374428305,13499.996,13171.545
3437,PW_DE5373,-0.5461739353907813,-0.3106076766152596,0,1.0,0,"72""W bucket, Foot bucket controls",1,2.9L three cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,26.57032359726597,9100.001,8445.721
4413,ironplanet_2005046,-0.24726775590351655,-6.12407095646866,0,-0.6666666666666666,0,"72"" Wide General Purpose Smooth Edge Bucket",1,,,,31.43729226240073,13499.996,11921.217
3309,PW_DF1884,-0.4747009299256124,1.1388052051571085,0,0.3333333333333333,0,7'W bucket,1,Four cylinder turbo diesel engine,Galaxy 12 x 16.5 tires,Hydrostatic transmission,58.23254312568203,10000.001,9906.835
6155,bigiron_AS0115,-0.7396117920332044,0.5915139584136838,0,0.3333333333333333,0,,0,Turbo High FLSN Engine,"17"" Tracks",,22.704446851946287,7049.9985,8135.947
4667,rbauction_11109419,-0.3055924010504629,-0.3206246735898968,0,-0.3333333333333333,0,bkt,1,,,,19.19007359237603,12500.001,12369.734
2594,PW_I3619,-0.7236565424358794,0.8369557574725395,0,1.0,0,"6' x 2' x 18"" bucket",1,Four cylinder diesel engine,"Caterpillar, Lifemaster, and Powerking tires",Hydrostatic transmission,46.03984223304022,7199.997,6939.7915
5082,ironplanet_1625705,-0.14257102428612622,-6.7328242930088305,0,-0.6666666666666666,0,"84"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Solid Tires,,42.09495048086514,15499.992,14303.496
4353,rbauction_10844052,-0.16742067226840174,1.2562331857844302,0,0.0,0,bkt,1,,,,33.404856695108236,15000.002,14538.265
1892,rbauction_10694636,-0.5135733665429933,-0.25498957971501063,0,1.0,0,bkt,1,,,,29.525542898641405,9500.0,8953.426
3498,rbauction_10607652,-0.4377254814411016,0.9865206625595736,0,0.3333333333333333,0,bkt,1,,solid tires,,34.77590273133025,10499.999,11929.462
276,rbauction_10634865,-0.402470456767821,-0.5681591570092925,0,-0.6666666666666666,0,bkt,1,,,,18.083686475101665,11000.002,11035.895
4469,rbauction_9933858,-0.4377254814411016,0.595699076744406,0,1.3333333333333333,0,Boss bkt,1,"4 cyl, diesel",,,20.173078956742014,10499.999,9529.699
3358,PW_DF1722,-0.4747009299256124,-0.4309833175471468,0,0.0,0,"74""W bucket",1,"82 HP, Deutz 3.109L four cylinder turbo diesel engine",Galaxy 14-17.5 tires,Hydrostatic transmission,21.371857838252254,10000.001,9678.645
311,rbauction_11333522,-0.21970666902392466,0.9481011251760316,0,0.0,0,bkt,1,,,,35.42414687752511,14000.007,14386.907
2065,rbauction_10752127,-0.5545480135607281,0.0,1,1.6666666666666667,0,bkt,1,,,,37.23368030319959,9000.005,7496.808
4549,rbauction_10143340,0.4067886813480106,-0.8318817649225119,0,-0.6666666666666666,0,,0,,,,40.82757588655488,32000.004,28391.854
3548,rbauction_10085503,-0.33652920114355295,1.004659488141873,0,-1.0,0,,0,,,,36.57072405699253,12000.001,10481.341
5586,rbauction_10818634,0.4067886813480106,-1.9342390359546424,0,-0.6666666666666666,0,bkt,1,,,,46.04195108293885,32000.004,29602.11
2820,PW_J2935,-0.874565484712905,0.6706887464344637,0,0.3333333333333333,0,,0,"Engine removed, but included, Non-operational engine, Perkins 2.9L four cylinder turbo diesel engine","tires off wheel, 12-16.5 tires",Hydrostatic transmission,24.78061013771915,5900.0005,4914.787
2390,PW_B8310,-0.008484730537539066,-1.44063510146268,0,-1.0,0,,0,Kubota 2.6L four cylinder diesel engine,Bobcat 31x12-16 tires,,32.468532348815685,18500.004,14811.978
1297,rbauction_10744475,-0.09519019911061033,-0.4418009498601517,0,-0.6666666666666666,0,bkt,1,,aperture tires,,33.664321921487755,16500.002,15064.212
6176,rbauction_10624844,-0.5135733665429933,-0.5170440441642501,0,0.3333333333333333,0,bkt,1,,,,45.85022047631757,9500.0,8319.985
4358,rbauction_10269032,-0.33652920114355295,0.3638790688102717,0,-0.3333333333333333,0,bkt,1,,,,34.11594793033544,12000.001,11055.573
4562,rbauction_10106423,-0.5545480135607281,0.9750753705410924,0,0.3333333333333333,0,,0,,solid tires,,29.68094790359257,9000.005,8900.32
4288,rbauction_10934598,-0.3055924010504629,-0.10149064015933952,0,-0.6666666666666666,0,bkt,1,,,,28.13735794346009,12500.001,9665.215
4403,rbauction_10622382,-0.36878285015768775,0.4255402445174048,0,-0.3333333333333333,0,bkt,1,,solid tires,,34.28122269604553,11500.001,10945.962
3229,PW_EJ9621,0.15651621991669984,-1.0580694622586142,0,-0.3333333333333333,0,,0,Four cylinder diesel engine,10-16.5 tires,Two speed hydrostatic transmission,19.859669453973968,22999.992,21416.975
147,rbauction_10427548,-0.14257102428612622,-0.01661033756974794,0,-0.3333333333333333,0,Q/C bkt,1,,,,42.007169518565256,15499.992,16294.76
2097,rbauction_10304746,-0.24726775590351655,0.0,1,0.6666666666666666,0,bkt,1,,,,36.796256263118494,13499.996,12757.986
5273,rbauction_10999542,-0.402470456767821,0.04216387685624795,0,-0.3333333333333333,0,bkt,1,,aperture tires,,33.211891311255435,11000.002,10850.977
2640,PW_I5993,-0.5056377300187025,0.2549150122229584,0,0.0,0,"71""W bucket",1,"85 HP, Case 4T-390 3.9L four cylinder turbo diesel engine",Galaxy 12 x 16.5 tires,Hydrostatic transmission,47.066172640790434,9600.0,9217.731
125,rbauction_10447462,-0.16742067226840174,0.4008716946539612,0,-0.3333333333333333,0,bkt,1,,,,38.824765748322775,15000.002,15406.925
4229,rbauction_10839857,-0.7450057390983122,0.5212342964488875,0,0.0,1,bkt,1,,,,47.95540356979736,6999.9995,6613.222
161,rbauction_11303586,-0.33652920114355295,0.6802204811915515,0,1.0,0,bkt,1,,,,22.422318823289114,12000.001,12130.088
5710,rbauction_11061022,-0.07256623955150854,0.06155198032271667,0,-0.3333333333333333,0,bkt,1,,,,23.16319118752587,17000.002,16290.348
366,bigiron_DF9455,-0.6826818954181437,-5.0238376173538,0,2.0,0,"67"" Wide Bucket",1,Isuzu 4 Cylinder Diesel Engine 54 HP,12-16.5 NHS Tires,Hydrostat Transmission,25.92544336833929,7600.0,8051.5117
2751,PW_K6609,0.263865549143798,-0.6802854142845476,0,-0.6666666666666666,0,"70""W bucket",1,Kubota V3307 3.3L four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,30.024002827998988,26500.008,26857.062
79,rbauction_10170351,-0.5978653096258961,-0.4708479341168215,0,0.0,0,bkt,1,,aperture tires,,25.09498125436905,8500.006,8019.5864
5290,rbauction_10165716,-0.402470456767821,0.7434888102051885,0,0.6666666666666666,0,bkt,1,,,,35.55762824903452,11000.002,10474.347
2549,PW_F8107,-0.634395097195843,-0.1358621752119781,0,0.3333333333333333,0,"60"" bucket",1,"Kubota four cylinder diesel engine, Rear engine latch broken",10-16.5 tires,,18.774070417944873,8100.001,7815.889
