,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score,original_price,predicted_price
3349,PW_ER9262,-0.6826818954181437,0.8595042130607585,0,0.0,1,"70""W bucket, Tomahawk 66""W low profile bucket",1,Four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,35.85004313405194,7600.0,7431.7314
955,rbauction_10839943,-0.6438094588007637,0.38615508953206107,0,1.3333333333333333,0,,0,,solid tires,,25.24433652120268,8000.001,7745.183
5617,ironplanet_1940237,-0.33652920114355295,-6.7328242930088305,0,-0.6666666666666666,0,"66"" Wide General Purpose Smooth Edge Bucket",1,,,,39.7552415585574,12000.001,13359.562
4236,rbauction_11205060,-0.8308914711248505,0.0,1,0.6666666666666666,0,,0,,,,22.734693084564405,6249.998,6464.3667
3025,PW_K4768,0.13985958538880894,-0.24080642618351555,0,-0.6666666666666666,0,"73""W bucket",1,Four cylinder turbo diesel engine,Bobcat 12-16.5 tires,Hydrostatic transmission,21.91821907848121,22500.004,14635.099
1277,rbauction_10133064,-0.402470456767821,0.17372900533095825,0,0.3333333333333333,0,,0,,aperture tires,,31.902821127734505,11000.002,9297.996
306,rbauction_9951576,0.5758972102231601,-0.5776367175431417,0,-0.6666666666666666,0,bkt,1,,,,26.310556639931182,40000.004,26293.982
1548,rbauction_10768317,-0.5545480135607281,0.901757459711106,0,1.0,0,bkt,1,,,,37.612182625864975,9000.005,8603.884
1736,bigiron_CW6986,-0.33652920114355295,-0.24846962058040864,0,-0.3333333333333333,0,"76"" Bucket With Worn Edge",1,John Deere 5030 Turbo Diesel Engine,33X6X11 Flat Proof Tires,,37.54346956048895,12000.001,12571.731
1249,rbauction_10490749,-0.33652920114355295,1.1031081221064365,0,-0.3333333333333333,0,bkt,1,,aperture tires,,29.73804053226719,12000.001,11363.843
4208,rbauction_10739191,-0.1931128399187525,0.954229091438014,0,0.0,0,bkt,1,,,,29.291542999115872,14499.993,13487.886
2939,PW_L5078,-0.09519019911061033,0.2773964061416565,0,-0.3333333333333333,0,"Caterpillar 72""W bucket",1,Caterpillar 3044 four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,62.02740513689088,16500.002,15281.636
2719,PW_K8513,-0.1931128399187525,0.13226203894292388,0,0.0,0,,0,Turbo diesel engine,Titan 12-16.5 NHS tires,Hydrostatic transmission,34.665606834175755,14499.993,12110.08
5269,ironplanet_1949960,-0.24726775590351655,-6.7328242930088305,0,-0.6666666666666666,0,67” Wide General Purpose Smooth Edge Bucket,1,Ultra Low Sulfur Diesel,Cushion Tires,,39.377950481999186,13499.996,13895.548
2200,PW_2315,-0.8618282712179406,0.6681934567093547,0,0.3333333333333333,0,6' bucket,1,Kubota V2203E 46hp diesel engine,,,29.769059992903053,5999.9976,5801.017
3704,bigiron_AF4061,-0.2614335209305896,0.5146197690979174,0,-0.6666666666666666,0,"66"" Bucket Included",1,,33X6X11 Hard Tires,,42.710324198087314,13249.996,13061.567
1731,rbauction_11133008,-0.6438094588007637,-0.002884224003563332,0,0.3333333333333333,0,bkt,1,,,,35.42252059836998,8000.001,7972.726
1999,rbauction_10118128,0.5168143395368485,-2.780887060289518,0,-1.0,0,hyd Q/C bkt,1,,,,31.719309753065136,36999.992,39348.14
553,rbauction_10564286,-0.11851038872637608,0.3169835219716948,0,0.0,0,bkt,1,,solid tires,,20.110643548864697,16000.009,15378.477
3321,PW_DB9412,-0.402470456767821,0.9058730943145036,0,0.6666666666666666,0,"80""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,19.34158400262009,11000.002,11378.05
5860,rbauction_10466976,-0.5978653096258961,-2.697181331420716,0,-0.6666666666666666,0,bkt,1,,,,39.047736812202416,8500.006,8865.73
4996,ironplanet_1728798,-0.3055924010504629,-6.7328242930088305,0,-0.6666666666666666,0,,0,Ultra Low Sulfur Diesel. The engine cranks but will not start. The main components could not be operationally checked.  Seller Comments:  Hydraulic pump has failed,"12"" Track Belts",,52.2435385750957,12500.001,12107.955
3095,PW_DC2463,-0.07256623955150854,0.3424171164993017,0,0.0,1,"84""W low profile bucket",1,Yanmar 4TNE106-GE 4.412L four cylinder diesel engine,14-17.5 NHS tires,Hydrostatic transmission,21.532253645413203,17000.002,16292.351
1253,rbauction_11136051,-0.4747009299256124,0.0,1,0.6666666666666666,0,bkt,1,,,,18.925186563937945,10000.001,9245.4375
1041,rbauction_10139900,-0.11851038872637608,0.0,1,0.3333333333333333,0,hyd Q/C bkt,1,,,,36.4811386792875,16000.009,14222.481
1697,rbauction_11129641,-0.0505981401487734,-0.7450958209901241,0,-0.3333333333333333,0,bkt,1,,,,44.928998209136324,17499.992,18950.5
3001,PW_K3296,-0.09519019911061033,0.940380545113516,0,0.0,0,"72""W bucket, Bucket cracked",1,Four cylinder turbo diesel engine,Caterpillar 12-16.5 tires,Two speed hydrostatic transmission,40.13572590678404,16500.002,15082.512
188,rbauction_10557897,0.13985958538880894,-0.13298582301291,0,-0.3333333333333333,0,bkt,1,,,,38.14145477216517,22500.004,21185.816
710,rbauction_11059586,-0.4747009299256124,-0.07870146792322807,0,-0.3333333333333333,0,,0,,,,36.23520308320117,10000.001,7927.8945
1951,rbauction_10309945,-0.0505981401487734,-0.9094569797486279,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,27.68670407779157,17499.992,12557.39
4100,bigiron_DJ7955,0.2257453174153472,-1.1003773255763292,0,0.0,0,Sells With 6' Bucket,1,Mitsubishi Turbo Charged Diesel Engine,12-16.5 Tires,Hydrostat Transmission,38.28301764490182,25199.986,27159.06
6091,ironplanet_1814063,-0.4377254814411016,-6.7328242930088305,0,-0.3333333333333333,0,General Purpose Bucket,1,,Solid Tires,,27.89313741087393,10499.999,10082.057
4230,rbauction_11148837,-1.0,1.0212747359475929,0,1.0,0,,0,,,,28.27454636247539,4999.998,4844.871
2912,PW_L4047,-0.1931128399187525,-0.3212174818606329,0,-0.3333333333333333,0,"66""W low profile bucket",1,John Deere 4024HT011A 2.4L four cylinder diesel engine,31 x 6 x 10 solid tires,Hydrostatic transmission,45.714830590406144,14499.993,13620.757
1518,rbauction_10227538,-0.6438094588007637,0.0,1,0.0,0,bkt,1,,,,28.288226986649857,8000.001,7805.11
3972,rbauction_10711129,-0.36878285015768775,1.1713753882897406,0,-0.3333333333333333,0,bkt,1,,,,19.453613878239935,11500.001,12079.605
685,rbauction_10645192,-0.21970666902392466,1.3149410636423693,0,-0.3333333333333333,0,Q/C bkt,1,,solid tires,,33.42656706415714,14000.007,12181.768
2575,PW_F7258,0.10540609052412186,-0.15234187743079505,0,-0.6666666666666666,0,"Caterpillar 73""W low profile bucket",1,"74 HP, Caterpillar C3 3.3L four cylinder turbo diesel engine",Titan 12-16.5 NHS tires,Two speed hydrostatic transmission,50.03450424189352,21500.0,19903.504
5460,rbauction_10655474,-0.14257102428612622,0.11402791504842902,0,0.3333333333333333,0,bkt,1,,,,34.83207833289641,15499.992,15200.226
4896,rbauction_11356506,-0.7450057390983122,0.050359072430863606,0,0.0,0,bkt,1,,solid tires,,21.963363387787048,6999.9995,7466.121
789,rbauction_10100005,-0.21970666902392466,0.6126525514917679,0,0.0,0,hyd Q/C bkt,1,,,,27.268367501886893,14000.007,12774.435
3430,PW_FG9373,-0.7132033234189601,0.6917108264544449,0,1.3333333333333333,0,"71""W low profile bucket, Foot bucket controls",1,Deutz four cylinder diesel engine,305/70D16.5 tires,Hydrostatic transmission,14.407714415101287,7300.002,6905.3433
3234,PW_DC4702,-0.16742067226840174,0.5950725789745847,0,-0.3333333333333333,0,"83""W bucket",1,John Deere four cylinder turbo diesel engine,14-17.5 tires,Two speed hydrostatic transmission,22.49698632341905,15000.002,13448.621
1012,rbauction_10325761,0.29193714218171785,-2.6371802683166368,0,-1.0,0,hyd Q/C bkt,1,,,,27.76976967992537,27500.018,28233.656
5322,rbauction_11153377,-0.33652920114355295,0.2337364368471112,0,0.6666666666666666,0,bkt,1,,,,23.98311731729764,12000.001,12385.044
2015,rbauction_10426499,0.21970666902392466,0.09356017908784772,0,-0.6666666666666666,0,bkt,1,,,,35.91431165576018,24999.992,24470.736
5473,bigiron_AY0021,-0.9702767251676204,-0.10984168964052213,0,1.6666666666666667,0,"44"" Bucket",1,2 Cylinder Air Cooled Gas Engine,Mew 8.5X15 Tires,,45.676163346694146,5199.9985,4682.8315
5778,rbauction_10394826,-0.07256623955150854,-1.0788983931326777,0,-0.6666666666666666,0,,0,,,,16.07287136050902,17000.002,16294.885
1785,rbauction_10447463,-0.02924894348634055,0.13226203894292388,0,-0.3333333333333333,0,bkt,1,,,,33.888069986052244,18000.002,15017.15
3816,rbauction_10685251,0.0505981401487734,-0.6083420766779348,0,-0.3333333333333333,0,bkt,1,,,,55.942116198093174,19999.992,21863.498
2162,rbauction_10490960,-0.21970666902392466,0.0,1,0.0,0,grapple bkt,1,,solid tires,,21.367010406869003,14000.007,13572.119
2551,PW_I5723,-0.497784329549333,-0.26940554790430504,0,-0.3333333333333333,0,"60"" smooth cutting edge bucket",1,Yanmar four cylinder diesel engine,10-16.5 NHS tires,,35.297915532474406,9700.0,10262.972
5739,rbauction_10864578,0.2780313141708701,0.5938182410992581,0,-0.3333333333333333,0,bkt,1,,,,47.9417099390077,27000.004,27583.15
2202,PW_2250,-0.8011681962924699,0.4551874234830109,0,0.0,1,"74"" bucket with bolt on edge",1,Four cylinder 73hp turbo diesel engine,12-16.5 tires,,24.84678046522208,6499.9985,6291.9146
1587,rbauction_10487106,-0.33652920114355295,0.5387817917455971,0,0.3333333333333333,0,bkt,1,,,,30.81112064309307,12000.001,10570.944
6149,rbauction_10257680,-0.27586912621808235,-0.0032970303189196865,0,0.3333333333333333,0,bkt,1,,,,23.086811899629048,13000.003,10879.326
1441,rbauction_11041941,-0.07256623955150854,0.1151110544495439,0,0.3333333333333333,0,bkt,1,,,,32.94006967214851,17000.002,16619.285
1613,rbauction_10760174,-0.5545480135607281,0.861665858996726,0,0.0,0,bkt,1,,,,32.14689543581561,9000.005,8832.161
1603,rbauction_11151883,-0.21970666902392466,0.2474983988036688,0,0.0,1,bkt,1,,,,22.76711408729458,14000.007,14336.872
2415,PW_D4798,-0.4377254814411016,0.4783959196837033,0,0.3333333333333333,0,"67"" x 33"" x 20"" bucket",1,Kubota diesel engine,10-16.5 tires,,27.01969581119864,10499.999,10111.984
2261,PW_4104,-0.4900114781966236,-0.4907604241487358,0,0.0,0,"79"" bucket",1,Kubota V2703 2.2L engine,10-16.5 tires,,41.984186501189896,9800.002,9756.453
2258,PW_8135,-0.634395097195843,0.17575183636668373,0,0.0,0,6' quick attach bucket with teeth,1,Three cylinder diesel engine,12-16.5NHS tires,,26.512723100300786,8100.001,7762.257
2496,PW_H6543,-0.402470456767821,0.7902113546985351,0,0.3333333333333333,0,"72"" bucket",1,"60 HP, Four cylinder diesel engine",12-16.5 tires,,38.46383411824,11000.002,10711.618
3144,PW_DD2875,-0.0505981401487734,-0.11451570503526938,0,0.6666666666666666,0,Low profile bucket,1,Caterpillar four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,68.44891051913655,17499.992,16184.754
316,rbauction_10382312,-0.402470456767821,0.5472052096625658,0,0.0,0,,0,,,,29.939174459947964,11000.002,9886.317
5944,ironplanet_1976328,-0.1931128399187525,-5.515317619928494,0,-0.6666666666666666,0,74” Wide General Purpose Smooth Edge Bucket,1,Ultra Low Sulfur Diesel,,,57.77391474925207,14499.993,12482.656
1355,rbauction_10558371,-1.0,0.2378249636425784,0,0.0,0,bkt,1,,,,32.86335049424614,4999.998,4622.1836
2693,PW_K8778,-1.0,-0.9152693465609744,0,0.0,1,"62""W bucket",1,"Engine will start and idle, but will not speed up, Four cylinder diesel engine",12-16.5 tires,Hydrostatic transmission,26.60531234320216,4999.998,4507.973
3974,rbauction_10101415,-0.7450057390983122,0.815765112323668,0,0.3333333333333333,0,bkt,1,,,,22.387488763754178,6999.9995,6329.632
5191,ironplanet_1637349,-0.33652920114355295,-6.7328242930088305,0,-0.3333333333333333,0,"72"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,40.37720662931469,12000.001,11534.501
2971,PW_DA7285,-0.8369786232356651,-0.1286888811562595,0,2.0,0,6'W bucket,1,Perkins four cylinder diesel engine,12-16.5 NHS tires,Hydrostatic transmission,22.804392332285122,6199.9995,5611.536
1177,rbauction_10440301,-0.4747009299256124,-1.0390649558367897,0,-0.6666666666666666,0,bkt,1,,,,29.924373185985907,10000.001,9197.633
1630,bigiron_CX1610,-0.21970666902392466,-0.037825026557364236,0,0.0,0,,0,,,,49.3599582618201,14000.007,13942.433
874,rbauction_10514323,-0.402470456767821,0.7226005984110087,0,0.6666666666666666,0,bkt,1,,,,45.47758328686533,11000.002,10650.095
4321,rbauction_10110159,-0.21970666902392466,0.5164494477175091,0,0.0,0,bkt,1,,,,30.17026737488363,14000.007,13305.46
3897,bigiron_EL3967,-0.2333619278926697,0.1580295183367691,0,0.6666666666666666,0,"Gross Weight W/Bucket-7223#, Overall Length W/ Bucket-141"", Overall Width-73.2"" W/Bucket, W/84"" Steel Bucket",1,"3-Cylinder Turbo-Charged Diesel (192 Cu. In.) (67 HP) Engine, Engine Block Heater, Super-Boom Dbl Acting Cylinders",4-Duraforce HD 355/70D17.5 Tires (Purchased 3-7-18,,39.80038241360226,13750.002,13060.084
3177,PW_AY9562,0.15651621991669984,-0.7734130234608889,0,-0.3333333333333333,0,"68""W bucket",1,Case four cylinder diesel engine,"additional tires, Maxam 12-16.5 tires",Two speed hydrostatic transmission,41.17247433269988,22999.992,20761.488
330,rbauction_10858766,0.3055924010504629,-1.8424512369843744,0,-1.0,0,bkt,1,,,,29.80062585550064,27999.998,25414.666
5843,rbauction_11249463,-0.7450057390983122,0.0,1,0.0,0,,0,,,,25.853301593487426,6999.9995,6406.1313
1673,rbauction_10499352,-0.4747009299256124,0.21815245903717725,0,1.6666666666666667,0,bkt,1,,,,38.03291487320522,10000.001,10764.839
5891,bigiron_AM3396,-0.5890015084254152,0.4733712080303582,0,0.0,1,"60"" Bucket 14.5 Cubic Foot Runs And Operates",1,Latch On Rear Engine Door Needs Repair,Tires 27 X 10.50 - 15,,45.79836152126506,8599.995,9411.304
5115,ironplanet_1724952,-0.3055924010504629,-6.7328242930088305,0,-0.6666666666666666,0,"67"" Wide General Purpose Smooth Edge Bucket",1,,,,26.923155429682073,12500.001,12580.583
5583,rbauction_10848871,-0.16742067226840174,0.5779859636587654,0,1.0,0,bkt,1,,,,44.14340361339461,15000.002,14215.6875
1498,rbauction_10210171,-0.16742067226840174,-0.4603633835776673,0,0.0,0,bkt,1,,,,33.144249004049094,15000.002,14295.791
32,rbauction_10238153,-0.4747009299256124,0.8559413464309931,0,0.0,0,bkt,1,,,,22.86707393199069,10000.001,9808.688
2667,PW_H5949,-0.5215929796160292,0.5696389844469792,0,0.6666666666666666,0,"72""W bucket",1,"73.5 HP, Deutz four cylinder turbo diesel engine",12-16.5 NHS tires,Hydrostatic transmission,29.86617638576321,9400.002,8303.736
1724,bigiron_AF1282,0.5168143395368485,-1.1975780451244291,0,-0.6666666666666666,0,"80"" Bucket, Hydraulic Bucket Positioning",1,"Engine Block Heater, Kubota Engine",,,35.793197350822595,36999.992,36533.27
3425,PW_DE3960,0.011725703531394238,-1.3971794678021028,0,-0.6666666666666666,0,"Bucket, Foot bucket controls",1,Kubota V26017 2.6L diesel engine,10-16.5 NHS tires,Hydrostatic transmission,68.71855497290305,19000.012,19011.068
4729,bigiron_AF2266,-0.21970666902392466,-0.8213384759986179,0,-0.6666666666666666,0,"74"" Bucket",1,4 Cylinder Perkins Diesel Eng,Tires: 10-16.5,,26.44987252158568,14000.007,23427.469
5846,rbauction_11317554,0.0314111314391301,-1.7442387157438726,0,-0.6666666666666666,0,bkt,1,,,,37.85038130719601,19500.006,18249.562
4544,rbauction_10743725,-0.7450057390983122,0.241269681775028,0,0.6666666666666666,0,bkt,1,,,,38.786719550444396,6999.9995,6480.7856
1438,rbauction_10489314,-0.21970666902392466,0.3229842460862133,0,-0.3333333333333333,0,bkt,1,,solid tires,,23.83882268928864,14000.007,12954.102
5539,ironplanet_1941933,-0.6204892691849979,-6.12407095646866,0,0.3333333333333333,0,,0,"Diesel Powered, Kubota D1105 Diesel Engine",,,60.001855591237906,8249.997,7556.9614
4367,rbauction_10692675,-0.36878285015768775,0.7331960606844907,0,0.3333333333333333,0,bkt,1,,,,40.09501231391633,11500.001,11139.52
1476,rbauction_10317801,0.15651621991669984,0.4024339460349276,0,-1.0,0,hyd Q/C bkt,1,,,,46.854924133350636,22999.992,19370.76
663,rbauction_11230956,-0.6438094588007637,-0.06530651452293147,0,1.0,0,bkt,1,,,,30.77786569358441,8000.001,8509.056
1010,rbauction_10217708,0.5946104168771233,-0.3182574338285046,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,32.49640122386787,41000.004,33313.25
1333,rbauction_10700874,-1.0,-0.6308303857787732,0,2.0,0,bkt,1,,,,34.40102755546358,4999.998,4871.7856
1141,rbauction_10685137,-1.0,0.0,1,1.3333333333333333,0,bkt,1,,,,31.537410695278073,4999.998,5326.091
5692,ironplanet_1886246,0.011725703531394238,-6.12407095646866,0,-0.6666666666666666,0,"82"" Wide General Purpose Smooth Edge Bucket",1,,,,25.47509181314793,19000.012,14755.511
2049,rbauction_10487142,-0.4747009299256124,0.16286117391002955,0,0.0,0,bkt,1,,,,36.16962759095315,10000.001,11027.679
2227,PW_3065,-0.5890015084254152,-2.5504668467145755,0,-0.6666666666666666,0,"74"" bucket with bolt on edge",1,Case three cylinder 72hp diesel engine,Solid rubber tires,,46.18018407291621,8599.995,8328.376
3587,rbauction_10280911,-0.3055924010504629,0.6768009619341925,0,0.0,0,bkt,1,,,,29.348311337741546,12500.001,12335.583
932,rbauction_10729635,-0.402470456767821,-1.002246882267651,0,0.0,1,bkt,1,,,,34.85952583101455,11000.002,10177.987
1608,rbauction_10784842,-0.6927197423427893,0.4245261041971517,0,0.3333333333333333,0,bkt,1,,,,46.09743935394052,7499.9976,6963.087
5251,ironplanet_1943059,-0.02924894348634055,-6.12407095646866,0,-0.6666666666666666,0,"72"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,51.79724502805057,18000.002,19910.664
5305,ironplanet_1790228,0.38272804578826136,-2.1154530631627684,0,-0.6666666666666666,0,"73"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,34.2152204651782,31000.0,29885.738
1140,rbauction_10003903,-0.1931128399187525,0.7167999883807716,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,36.47574800756495,14499.993,15834.46
6017,rbauction_10426734,0.12282861330656658,0.1844639951479824,0,0.3333333333333333,0,bkt,1,,,,19.451940520496,21999.992,21868.064
4242,rbauction_10608440,-0.33652920114355295,0.2640985614269153,0,1.0,0,bkt,1,,,,30.955572092142376,12000.001,11171.82
3220,PW_EP9375,-0.5545480135607281,0.0,1,0.6666666666666666,0,,0,Four cylinder turbo diesel engine,12-16.5 tires,Hydrostatic transmission,24.68647534598655,9000.005,7293.2104
772,rbauction_10836862,0.0505981401487734,-0.31944025612143845,0,-0.3333333333333333,0,bkt,1,,,,26.629398674465165,19999.992,18918.953
5774,rbauction_10609418,-0.07256623955150854,0.9420708335321488,0,0.0,0,bkt,1,,solid tires,,29.537880327804928,17000.002,17981.062
1533,rbauction_10378238,0.4637964775739114,-0.666119858481211,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,18.073531555897556,34499.99,34272.664
1427,rbauction_10122071,0.10540609052412186,-0.6731740764849878,0,-0.6666666666666666,0,,0,,,,28.11938634208392,21500.0,21584.209
5939,ironplanet_1637362,-0.3055924010504629,-6.7328242930088305,0,-0.3333333333333333,0,"67"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,55.22685603278785,12500.001,13235.84
6141,ironplanet_1728311,-0.27586912621808235,-5.767973082403778,0,0.0,0,,0,,Solid Tires,,44.59640623749836,13000.003,15751.487
4711,rbauction_11101567,-0.07256623955150854,0.3328952297734518,0,-0.3333333333333333,0,,0,,solid tires,,19.42399704694721,17000.002,13625.953
3273,PW_DE3796,-0.5545480135607281,0.2913819751793765,0,1.0,0,"67""W bucket",1,Kubota V2203-E 2.2L four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,20.194488811575106,9000.005,9720.6875
749,rbauction_10556955,-0.8618282712179406,0.4812543287805908,0,0.0,0,,0,,cushion tires,,21.261954758785784,5999.9976,5088.0205
2370,PW_C2497,-0.402470456767821,0.05809356028689305,0,0.3333333333333333,0,"82"" smooth bucket, Replaced bucket in 2011",1,"85 HP, Case four cylinder turbo diesel engine","12-16.5 tires, Spare tire and wheel",Hydrostatic transmission,33.67395468968797,11000.002,10679.375
83,rbauction_11012587,-0.6438094588007637,0.0,1,-0.3333333333333333,0,bkt,1,,aperture tires,,53.4956164600503,8000.001,8324.359
5176,rbauction_10847194,-0.4377254814411016,0.2634893033936353,0,-0.3333333333333333,0,bkt,1,,,,33.84234272138257,10499.999,10305.615
2497,PW_G3374,-0.7236565424358794,0.4490415242262181,0,0.3333333333333333,0,"67""W bucket",1,Deutz three cylinder turbo diesel engine,10-16.5 tires,,45.891060163409755,7199.997,7221.1836
128,rbauction_10411852,0.13985958538880894,-0.0037100307590496773,0,-1.0,0,bkt,1,,,,46.39864632220178,22500.004,23845.924
3464,rbauction_10207825,-0.24726775590351655,0.06308469523137122,0,-0.3333333333333333,0,bkt,1,,,,22.548508835244018,13499.996,12556.229
1431,rbauction_11153282,-0.21970666902392466,0.8952508129316491,0,-0.6666666666666666,0,,0,,,,44.91130633309538,14000.007,13371.568
1852,rbauction_10747267,0.29193714218171785,-0.5904346914728039,0,-1.0,0,,0,,,,31.78746784873607,27500.018,26056.54
4923,rbauction_10439695,-1.0,0.9045523139205712,0,3.0,0,bkt,1,,,,25.06984771798959,4999.998,5092.278
4883,rbauction_10542634,0.011725703531394238,-0.1928950368866856,0,0.0,0,bkt,1,,tire chains,,42.00579816703093,19000.012,18024.344
5125,rbauction_11190327,-0.0505981401487734,-1.1879796389873964,0,-0.6666666666666666,0,bkt,1,,,,42.555425975885576,17499.992,13771.643
522,rbauction_10110067,-0.21970666902392466,0.6739411566727918,0,0.0,0,bkt,1,,,,23.04472164310837,14000.007,13690.69
1545,bigiron_DF5542,-0.2905256153690408,1.3524185543827392,0,-1.0,0,"75"" Rock Bucket",1,"Bobcat Diesel, Engine Model D24NAP, Engine Serial 5060373",10-16.5 Tires,Hydrostat Transmission,24.468931989814077,12751.004,12581.16
4604,rbauction_10438769,0.08757358863328601,-0.5103990282028665,0,-0.6666666666666666,0,bkt,1,,,,49.661421233912066,20999.99,19672.354
4876,rbauction_10874804,0.2780313141708701,1.0072764311382032,0,-0.3333333333333333,0,Q/C bkt,1,,,,44.75011973320935,27000.004,21277.338
1301,rbauction_10452049,0.2780313141708701,0.007781194745387884,0,-0.6666666666666666,0,bkt,1,,,,28.31561860453977,27000.004,24781.676
111,rbauction_10377083,-0.8618282712179406,0.2978526672884133,0,1.0,0,,0,,,,18.509299862361434,5999.9976,6149.369
478,rbauction_10091108,-0.0505981401487734,-0.8522695625277614,0,-1.0,0,bkt,1,,,,33.19816254835475,17499.992,16307.663
3149,PW_DD8719,-0.008484730537539066,-1.123576784275494,0,-0.3333333333333333,0,"77""W bucket",1,"67 HP, Four cylinder turbo diesel engine",12 x 16.5 tires,Two speed hydrostatic transmission,42.07572380667449,18500.004,16646.281
3397,PW_FN9764,-0.402470456767821,-2.7711825922696502,0,1.0,0,"84""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Two speed hydrostatic transmission,22.735852508274746,11000.002,9334.538
6003,ironplanet_1988368,-0.5978653096258961,-6.12407095646866,0,0.3333333333333333,0,,0,,"12.5"" Track Belts",,50.32323564251096,8500.006,7293.015
657,rbauction_10648892,-0.8308914711248505,0.0,1,0.3333333333333333,0,bkt,1,,solid tires,,50.28300174373554,6249.998,5010.9585
3711,rbauction_10243775,-0.1931128399187525,0.0,1,0.0,0,,0,,,,34.281114158651555,14499.993,13411.606
2787,PW_J4578,-0.3055924010504629,-0.9534081116534212,0,-0.6666666666666666,0,"67""W bucket",1,"45 HP, John Deere 4024T 2.4L four cylinder turbo diesel engine",10-16.5 foam-filled tires,Hydrostatic transmission,47.00099566623708,12500.001,11866.341
2247,PW_8038,-0.4377254814411016,1.1461976984540752,0,-0.3333333333333333,0,,0,75hp liquid cooled turbocharged diesel engine,"newer tires, 12x16.5NHS",,16.077748975890923,10499.999,11120.701
2398,PW_F7502,-0.5802401812110789,-1.0113077112555957,0,0.0,0,"72"" GP bucket, Bucket broken in middle",1,"53 HP, John Deere 3029D three cylinder diesel engine","10-16.5NHS tires, Recently replaced three tires",,46.59162644798185,8700.0,7726.658
5170,ironplanet_1917294,-0.008484730537539066,-6.12407095646866,0,0.0,1,,0,Dual Rear Wheels The engine started and ran. The drivetrain engaged in forward and reverse. The hydraulic system could not be operationally checked. The main components appear to be in place and operational.,"16.9-30 Front Tires, 18.4-42 Rear Tires",,55.46282048679288,18500.004,18468.908
3820,rbauction_10619678,0.12282861330656658,0.5200974090153686,0,-0.6666666666666666,0,4-in-1 bkt,1,,,,38.915343219129355,21999.992,23271.574
2353,PW_B6530,-0.9141142679734626,1.0419881323383902,0,0.6666666666666666,0,"66"" bucket",1,"40 HP, Kubota V2203B four cylinder diesel engine",10-16.5 tires,,25.41531549918968,5599.9995,5219.7637
1432,rbauction_10690482,-0.02924894348634055,0.02354033456654233,0,-0.6666666666666666,0,bkt,1,,,,31.67303630200297,18000.002,16894.38
748,bigiron_BG0687,-0.4377254814411016,0.5320741821055689,0,-0.6666666666666666,0,"120"" Bucket Hinge Pin Height, 70"" Bucket With Bolt On Cutting Edge",1,ISM 57 Net HP Diesel Engine,10-16.5 Tires,,42.38725010192291,10499.999,10683.328
2030,rbauction_10112343,-0.21970666902392466,0.6004874362780657,0,-0.6666666666666666,0,bkt,1,,cushion tires,,26.707268161918392,14000.007,11268.466
4118,rbauction_10408304,-0.5545480135607281,1.1081310197573302,0,1.6666666666666667,0,bkt,1,,,,41.02920029682549,9000.005,9043.73
3205,PW_DD2757,-0.11851038872637608,-0.4110525358913808,0,-0.3333333333333333,0,"68""W low profile bucket",1,Kubota V2607-D1-T-ET04 2.6L four cylinder turbo diesel engine,30 x 10-16 solid tires,Two speed hydrostatic transmission,38.97500660095971,16000.009,16102.8
3513,rbauction_11227978,-0.7450057390983122,0.1333229354920028,0,1.6666666666666667,0,bkt,1,,,,46.33729782156853,6999.9995,6905.3164
3797,bigiron_BT0591,-0.9007007078353197,-1.1475576712784612,0,1.0,0,"44"" Dirt Bucket, 44"" Utility Bucket",1,Kohler Command 18HP Gas Engine,"Hydrostatic Transmission,Titan 23 X 8.5-12NHS Tires",,14.697193147030857,5700.0034,5206.1914
1919,bigiron_CL0645,0.38272804578826136,-0.5297345940316713,0,-0.6666666666666666,0,6’ Bucket,1,"Bobcat 4 Cylinder, Diesel","12-16.5 NHS Front Tires, 12-16.5 NHS Rear Tires",Hydrostatic,26.75507479992074,31000.0,31988.195
4227,rbauction_10425201,0.4747009299256124,-0.5776367175431417,0,-0.6666666666666666,0,bkt,1,,,,25.383981668150497,35000.0,34066.75
2169,rbauction_11001448,-0.5978653096258961,0.5771335050431827,0,0.0,0,,0,,,,26.537966376171198,8500.006,8503.37
3773,rbauction_11118598,-0.402470456767821,1.2521893735741856,0,0.3333333333333333,0,bkt,1,,solid tires,,22.76151807049477,11000.002,10682.737
