,unique_id,make,model,winning_bid,hours_final,age_at_sale,score,bucket,engine,tires,transmission,month_sold
0,rbauction_10199737,CATERPILLAR,272C 2 SPD HIGH FLOW,18500,4695.0,6.0,37.880232683389785,,,,,Sep
1,rbauction_10323508,BOBCAT,751,7000,4675.0,18.0,14.743168552013508,bkt,,,,Dec
2,rbauction_10544103,CATERPILLAR,252B3 2 SPD,22000,4047.0,6.0,34.750537901930926,bkt,,solid tires,,Apr
3,rbauction_10612921,DEERE,328D,18000,1370.0,6.0,32.38752108170277,bkt,,solid tires,,Jun
4,rbauction_10533374,BOBCAT,S750 2 SPD,34000,1531.0,6.0,22.688278869061346,bkt,,,,Apr
5,rbauction_10692677,CATERPILLAR,262,9000,7304.0,15.0,42.911133487829396,bkt,,,,Jun
6,rbauction_10657678,CATERPILLAR,216B,10500,6335.0,12.0,34.4493283874856,bkt,,,,Jun
7,rbauction_10602841,BOBCAT,S150,13000,2477.0,6.0,23.09567987870416,,,solid tires,,Jul
8,rbauction_10139901,CATERPILLAR,242,12500,,12.0,39.24507757732503,bkt,,,,Jul
9,rbauction_10451261,BOBCAT,S185,8000,9185.0,,34.751819212542784,,,,,Feb
10,rbauction_10444414,DEERE,318D,18500,246.0,3.0,25.92058334107481,,,,,Mar
11,rbauction_10212627,BOBCAT,S770,21000,2919.0,3.0,31.019759438642296,,,,,Sep
12,rbauction_10789629,BOBCAT,S650,24000,2637.0,3.0,26.57466367357863,Q/C bkt,,,,Sep
13,rbauction_10110066,BOBCAT,S250,13000,4584.0,9.0,21.051163484870507,bkt,,,,Jun
14,rbauction_10066990,NEW HOLLAND,L170,7750,6234.0,9.0,22.042523879436736,hyd Q/C bkt,,,,Jun
15,rbauction_10492454,DEERE,320D,15500,2038.0,6.0,34.24851961669909,bkt,,,,Mar
16,rbauction_10466509,CATERPILLAR,262D 2 SPD,19500,5044.0,3.0,31.883702490604854,grapple bkt,,,,Mar
17,rbauction_10652134,BOBCAT,S70,12500,1773.0,6.0,29.575592127658787,Q/C bkt,,,,Jun
18,rbauction_10469498,BOBCAT,S750 2 SPD,22500,4007.0,6.0,41.17954050734377,bkt,,,,Feb
19,rbauction_10344032,BOBCAT,S250,14000,2829.0,9.0,25.560426662377857,bkt,,,,Dec
20,rbauction_10753356,BOBCAT,S530,19500,2449.0,3.0,31.62554569244252,,,,,Sep
21,rbauction_10230285,BOBCAT,S300 2 SPD HIGH FLOW,21000,3527.0,9.0,21.162428891004144,hyd Q/C bkt,,,,Oct
22,rbauction_10934597,BOBCAT,S130,12500,2117.0,6.0,24.64538817450942,bkt,,,,Nov
23,rbauction_10412504,DEERE,318D,13000,1709.0,6.0,19.74670651817796,bkt,,aperture tires,,Feb
24,rbauction_10239723,BOBCAT,MT55 WALK BEHIND,8500,1460.0,9.0,20.601364131620354,,,,,Oct
25,rbauction_10522343,CATERPILLAR,256C,17000,2642.0,9.0,30.845971575693998,bkt,,,,Apr
26,rbauction_10440115,BOBCAT,S185 HIGH FLOW,16000,2493.0,9.0,17.72490062602685,bkt,,aperture tires,,Mar
27,rbauction_10097534,CASE,85XT,15500,1680.0,15.0,41.30443914023162,bkt,,,,Aug
28,rbauction_10303574,CATERPILLAR,236,15000,753.0,15.0,56.024999634045784,bkt,,solid tires,,Dec
29,rbauction_10446861,CATERPILLAR,262D 2 SPD,22000,5136.0,3.0,63.23633222869716,hyd grapple bkt,,,,Mar
30,rbauction_10447471,CATERPILLAR,246C,17000,2828.0,6.0,30.142738282759577,bkt,,,,Mar
31,rbauction_10317870,GEHL,4640,7500,17771.0,9.0,30.393675265719967,bkt,,,,Dec
32,rbauction_10238153,BOBCAT,S250,10000,5658.0,9.0,22.86707393199069,bkt,,,,Sep
33,rbauction_10356948,BOBCAT,743,7500,,27.0,25.965182021562814,bkt,,,,Jun
34,rbauction_10567553,DEERE,250,13500,1004.0,18.0,38.57228573605127,cleanup bkt,,,,Apr
35,rbauction_10590428,NEW HOLLAND,LS160,9500,3994.0,,39.93268115273185,bkt,,,,May
36,rbauction_10392359,MATTSON,ML525W MINI (UNUSED),13500,,0.0,29.509575958615432,4-in-1 bkt,Kubota 25 hp diesel engine,,,Mar
37,rbauction_10373257,CATERPILLAR,232B,15000,,9.0,31.768771922833363,bkt,,,,Dec
38,rbauction_10697330,TAKEUCHI,TS70R 2 SPD,23000,166.0,3.0,42.09740955028249,bkt,,,,Sep
39,rbauction_10447472,CATERPILLAR,246C,17000,2697.0,6.0,28.11028286026727,bkt,,,,Mar
40,rbauction_10421661,CATERPILLAR,262D XPS HIGH FLOW,39500,970.0,3.0,46.99982315282871,bkt,,,,Feb
41,rbauction_10326061,BOBCAT,S130,18000,1825.0,3.0,19.317478910225773,bkt,,,,Dec
42,rbauction_10009698,BOBCAT,S250,9500,5982.0,9.0,31.723390201489096,,,,,Jun
43,rbauction_10752311,BOBCAT,S650,29000,,3.0,29.33336476536829,,,,,Sep
44,rbauction_10720696,DEERE,328D,24000,542.0,6.0,31.878833339943405,bkt,,track kit,,Jul
45,rbauction_9928943,CATERPILLAR,246B 2 SPD,18500,5101.0,12.0,31.78088231073534,hyd Q/C bkt,,,,Jun
46,rbauction_10157936,BOBCAT,S630 HIGH FLOW,23500,726.0,3.0,29.480209934935413,,,,,Aug
47,rbauction_10229092,BOBCAT,S185 2 SPD,16000,933.0,3.0,26.809403189485394,,,,,Sep
48,rbauction_10790699,BOBCAT,863,7500,2656.0,18.0,30.42355279312477,,,,,Aug
49,rbauction_10745847,KOMATSU,SK815,10000,,,48.75824367416778,bkt,,track kit,,Aug
50,rbauction_10612157,CATERPILLAR,236,13500,1628.0,18.0,43.357135632342434,bkt,,,,May
51,rbauction_10700765,BOBCAT,S130,11500,1329.0,3.0,18.934598108631974,bkt,,,,Jun
52,rbauction_10462116,BOBCAT,S750 2 SPD,26000,1414.0,6.0,20.658002630098878,bkt,,solid tires,,Mar
53,rbauction_10293319,BOBCAT,S70,10000,2386.0,0.0,25.37658767275383,bkt,,foam filled tires,,Nov
54,rbauction_10304494,BOBCAT,763,7500,,15.0,20.364567307881803,,,,,Nov
55,rbauction_10098470,BOBCAT,S185,7000,6243.0,15.0,24.37553434723568,bkt,,,,Feb
56,rbauction_10481622,DEERE,318D 2 SPD,23000,683.0,6.0,32.05711596788221,bkt,,,,Mar
57,rbauction_10242541,BOBCAT,S250,12500,4009.0,9.0,27.576354848828462,hydraulic Q/C grapple bucket,,,,Sep
58,bigiron_EK3280,NEW HOLLAND,L 865,8200,605.8,21.0,32.43452412819305,"16.7CF Bucket Capacity, 72"" Wide Bucket",60HP 3-Cylinder New Holland Turbo Charged Diesel Engine,12-16.5 Tires,Hydrostatic Transmissions,Nov
59,rbauction_10229095,BOBCAT,S205K 2 SPD,16000,774.0,3.0,27.131217044438984,,,,,Sep
60,rbauction_10693871,BOBCAT,S300,17000,3368.0,9.0,18.136796737408584,bkt,,,,Jul
61,rbauction_10633745,BOBCAT,975,10500,,36.0,30.076454205223094,bkt,,,,Jun
62,rbauction_10917327,BOBCAT,S175,12000,4637.0,12.0,37.16369476316165,bkt,,,,Nov
63,rbauction_10716408,BOBCAT,S175,13500,2410.0,6.0,24.786868010554585,bkt,,,,Jul
64,bigiron_DF2040,BOBCAT,853H,13100,3077.6,21.0,46.23699967228406,Standard General Purpose Bucket,Engine: Perkins Model 4.154 Diesel,Tire Size: 12-16.5,,Oct
65,rbauction_10742831,BOBCAT,S570,23000,1520.0,0.0,21.83833103993935,,,solid tires,,Sep
66,rbauction_10100004,BOBCAT,S250,18500,2143.0,9.0,29.986403956263903,hyd Q/C bkt,,,,Aug
67,rbauction_10197034,BOBCAT,S130,8500,5373.0,12.0,20.16120520257502,bkt,,,,Sep
68,bigiron_DB0688,CATERPILLAR,246C,21500,3117.0,6.0,28.542083676035983,6 1/2' Bucket,"3.4L CAT 4 Cyl Turbo Dsl, 75 Hp",12-16.5NHS Tires,Hydrostatic Transmission,Nov
69,rbauction_10318607,CATERPILLAR,226B3,24000,981.0,3.0,32.20982007103312,hyd Q/C bkt,,,,Nov
70,rbauction_10471568,CATERPILLAR,216,9500,,18.0,26.867891308866895,bkt,,,,Mar
71,rbauction_10546939,CATERPILLAR,226D,13500,1612.0,0.0,36.88086049847442,bkt,,,,Apr
72,rbauction_10191532,CASE,SV300,33000,788.0,3.0,38.17620009140384,hyd Q/C bkt,,,,Sep
73,rbauction_10583535,BOBCAT,S300,9000,7256.0,9.0,24.506335242048177,bkt,,,,Jun
74,rbauction_10360698,BOBCAT,S250,13000,,9.0,19.38173780790072,bkt,,,,Dec
75,rbauction_10627375,BOBCAT,763,5000,4519.0,18.0,35.75653908632574,,,solid tires,,Jun
76,rbauction_10450503,BOBCAT,S650,24500,623.0,6.0,20.932705637048308,bkt,,,,Feb
77,bigiron_DC1293,VOLVO,MC115C,8100,,3.0,34.943199212194386,,,"12-16.5 Wheels And Tires, Tires Rated At 0% Tread Remaining",,May
78,rbauction_10639969,BOBCAT,S130,16000,3363.0,6.0,22.721756086867767,bkt,,aperture tires,,Jun
79,rbauction_10170351,VOLVO,MC60B,8500,1249.0,9.0,25.094981254369053,bkt,,aperture tires,,Aug
80,rbauction_10185396,CATERPILLAR,262B,23000,1376.0,12.0,25.198548585341605,bkt,,,,Oct
81,rbauction_10088573,DEERE,250,9000,1951.0,15.0,36.46955138191053,bkt,,,,Jul
82,rbauction_10602844,BOBCAT,S150,13000,2509.0,6.0,20.781387211644613,,,solid tires,,Jun
83,rbauction_11012587,VOLVO,MC70C,8000,,6.0,53.4956164600503,bkt,,aperture tires,,Feb
84,rbauction_10301939,JCB,280 2 SPD,35000,1361.0,3.0,45.550856110926226,,,,,Dec
85,rbauction_10101354,CATERPILLAR,272C 2 SPD HIGH FLOW,17000,8263.0,9.0,41.55898726303947,hyd Q/C bkt,,,,Jul
86,rbauction_10446241,DEERE,318D,12500,1323.0,6.0,30.841044563384198,bkt,,,,Nov
87,rbauction_10460072,VOLVO,MC135C,13500,2513.0,3.0,29.734010521767125,bkt,,,,Mar
88,rbauction_10182654,CATERPILLAR,226D,29000,579.0,0.0,43.794744791420705,bkt,,,,Sep
89,rbauction_10833428,CATERPILLAR,246C,13500,3535.0,6.0,38.4399644728881,Q/C bkt,,solid tires,,Sep
90,rbauction_10625787,BOBCAT,S185,14000,5613.0,12.0,22.300374650307102,,,,,Jun
91,rbauction_10332681,CATERPILLAR,246C,18500,3051.0,6.0,35.259496040473266,hyd Q/C bkt,,,,Dec
92,rbauction_10728943,BOBCAT,S160,13000,1868.0,9.0,26.963942960091586,Q/C bkt,,,,Jul
93,rbauction_10779809,BOBCAT,463,7000,2346.0,9.0,19.920194260922532,,,cushion tires,,Sep
94,rbauction_10251278,BOBCAT,S185 2 SPD,16000,938.0,3.0,18.311990552565387,,,,,Oct
95,rbauction_10398855,CATERPILLAR,262C XPS HIGH FLOW,24500,3034.0,6.0,47.73597442854168,bkt,,,,Mar
96,rbauction_10188702,NEW HOLLAND,LS185B 2 SPD HIGH FLOW,17500,,12.0,42.821840447623046,bkt,,,,Sep
97,rbauction_10653076,NEW HOLLAND,L220,12000,2194.0,6.0,23.243174304603443,bkt,,,,Jun
98,rbauction_10142293,RACOON,HT40,6500,187.0,9.0,55.34219198385372,Q/C bkt,,,,Aug
99,rbauction_10631525,CASE,450,10500,,12.0,37.02959971137264,bkt,,foam filled tires,,Jun
100,rbauction_10786143,CATERPILLAR,236,10000,1597.0,18.0,29.454150190804892,bkt,,,,Sep
101,rbauction_10697327,BOBCAT,773G,9500,3012.0,15.0,27.232653645130128,bkt,,,,Jul
102,bigiron_EM5027,GALLAGHER,SOLAR S17,6150,1805.0,36.0,19.55360372158772,Includes 5' Bucket,32 Hp 4 Cylinder Gas,Tire Size 10X16.5,Hydrostatic Transmission,Mar
103,rbauction_10105027,BOBCAT,S185,13000,3311.0,9.0,53.43035696912139,bkt,,solid tires,,Jul
104,rbauction_10742048,BOBCAT,S130,12000,1962.0,9.0,41.49728268943511,bkt,,,,Jul
105,rbauction_10785589,BOBCAT,S650,21500,3482.0,6.0,30.489944629762572,,,,,Sep
106,rbauction_10672795,BOBCAT,S205,15000,3381.0,12.0,26.27513515760745,bkt,,,,Jun
107,rbauction_10602842,BOBCAT,S150,13000,2331.0,6.0,25.75288418413989,,,solid tires,,Jun
108,rbauction_10450031,BOBCAT,S300,10500,,15.0,14.1669144079423,bkt,,,,Feb
109,rbauction_10143337,BOBCAT,S650 2 SPD HIGH FLOW,34000,1046.0,3.0,37.1017706664291,,,,,Aug
110,rbauction_10648601,DEERE,324E 2 SPD,29000,2200.0,0.0,25.764073894591927,bkt,,,,Jun
111,rbauction_10377083,BOBCAT,863,6000,2997.0,18.0,18.509299862361434,,,,,Feb
112,rbauction_10200760,BOBCAT,553,8000,2931.0,12.0,22.940320558922267,bkt,,,,Sep
113,rbauction_10444932,BOBCAT,S185,12000,1529.0,12.0,27.364620255634016,,,,,Feb
114,rbauction_10364859,CATERPILLAR,226,12000,2607.0,18.0,28.723611090264395,bkt,,,,Dec
115,rbauction_10444413,DEERE,318D,18500,,3.0,28.356970801821685,,,,,Mar
116,rbauction_10169548,NEW HOLLAND,L180,17000,5671.0,9.0,22.029602858870557,bkt,,,,Sep
117,rbauction_10609256,TEREX,TSR50,12500,1014.0,3.0,32.454544362143366,bkt,,,,May
118,rbauction_10789975,BOBCAT,S750,32000,1415.0,3.0,40.62710726300768,,,,,Aug
119,rbauction_10044130,BOBCAT,S185,13500,2358.0,9.0,20.764470711182867,bkt,,,,Jul
120,rbauction_10347885,NEW HOLLAND,L230 2 SPD,14000,3180.0,3.0,26.700315759840432,bkt,,,,Dec
121,rbauction_10206303,CATERPILLAR,246,9000,17736.0,15.0,31.234144538627266,bkt,,,,Sep
122,rbauction_10489145,DAEWOO,460 PLUS,12500,1331.0,12.0,42.4107999263415,bkt,,,,Mar
123,rbauction_10373256,CATERPILLAR,262C2 2 SPD,19000,,3.0,32.7203270103683,bkt,,,,Dec
124,rbauction_10411850,CATERPILLAR,252B3 2 SPD,19500,1692.0,6.0,37.52881863857864,bkt,,,,Feb
125,rbauction_10447462,CATERPILLAR,246C,15000,3370.0,6.0,38.824765748322775,bkt,,,,Mar
126,rbauction_10648714,CASE,SR150,11000,5946.0,6.0,54.51040437267868,bkt,,,,Jun
127,rbauction_10758857,CATERPILLAR,236 2 SPD,10500,1836.0,15.0,29.884551500896894,bkt,,,,Aug
128,rbauction_10411852,CATERPILLAR,262D,22500,2126.0,0.0,46.398646322201785,bkt,,,,Feb
129,rbauction_11047459,CATERPILLAR,236B,12500,8396.0,12.0,36.407838285346905,bkt,,,,Feb
130,rbauction_10180354,BOBCAT,S750 S750,12000,6394.0,6.0,17.608795674670578,hyd Q/C bkt,,,,Aug
131,rbauction_10489389,BOBCAT,S130,13500,2382.0,6.0,19.014256959922182,bkt,,,,Mar
132,rbauction_10225311,BOBCAT,S250 2 SPD HIGH FLOW,18000,3844.0,9.0,19.500363420502172,hyd Q/C bkt,,,,Oct
133,rbauction_10412505,DEERE,326D,15500,1806.0,6.0,26.84919704707623,bkt,,aperture tires,,Feb
134,bigiron_AT0581,DEERE,320E,30000,218.0,0.0,38.08014679573314,"C76"" Work Site Pro Bucket",Diesel Engine: John Deere 4024 66 HP,10 X 16.5 Tires,,Nov
135,rbauction_10375878,CATERPILLAR,262B,15500,,12.0,24.369428102165465,bkt,,,,Apr
136,rbauction_11269074,NEW HOLLAND,LS160,7000,2362.0,12.0,18.98634614706309,bkt,,,,May
137,rbauction_10367786,BOBCAT,S300,29000,5392.0,9.0,32.817430622451575,bkt,,,,Dec
138,rbauction_10455007,CATERPILLAR,262C 2 SPD HIGH FLOW,20000,4811.0,6.0,30.28840187963441,bkt,,,,Mar
139,rbauction_10622796,CATERPILLAR,252B3,25000,1010.0,6.0,40.87142655982817,bkt,,,,Jun
140,rbauction_10691364,TEREX,TSR50,10500,727.0,3.0,32.50044632219181,bkt,,,,Jun
141,rbauction_10517350,BOBCAT,S70,8000,666.0,6.0,26.763659921001477,bkt,,,,Mar
142,rbauction_10242161,CATERPILLAR,246,14000,9523.0,15.0,36.03724718049267,Q/C bkt,,,,Sep
143,rbauction_10576433,BOBCAT,A770 2 SPD,34000,1783.0,6.0,27.634760592872496,bkt,,,,Apr
144,rbauction_10458167,CATERPILLAR,272C 2 SPD,24000,6050.0,6.0,43.16715819441526,Q/C bkt,,,,Mar
145,rbauction_10177301,BOBCAT,463,7000,1887.0,12.0,14.506164599671983,bkt,,solid tires,,Sep
146,rbauction_10590402,BOBCAT,773,6500,6562.0,18.0,37.74041458073932,,,solid tires,,May
147,rbauction_10427548,BOBCAT,S630,15500,2095.0,6.0,42.007169518565256,Q/C bkt,,,,Mar
148,rbauction_10531990,CASE,450 SERIES III,15500,,9.0,35.59270492177328,bkt,,,,Apr
149,rbauction_10173186,BOBCAT,S250,17500,3287.0,12.0,24.113538703178293,bkt,,,,Sep
150,rbauction_10635606,BOBCAT,S570,15000,1641.0,3.0,15.728866754334938,,,solid tires,,Jul
151,rbauction_10506359,CASE,SV300 2 SPD HIGH FLOW,35000,1047.0,3.0,28.10783010212802,bkt,,,,Jun
152,rbauction_10630729,CATERPILLAR,232D,14000,903.0,0.0,43.85179121122484,,,solid tires,,Jun
153,rbauction_10407402,BOBCAT,S130,12000,2333.0,9.0,29.340419291709146,bkt,,,,Feb
154,rbauction_10108458,BOBCAT,S150,10000,3083.0,12.0,28.367035188457304,,,,,Jul
155,rbauction_10365004,DEERE,320D 2 SPD,32000,624.0,3.0,33.32145471388095,bucket w/teeth,,,,Dec
156,rbauction_10411837,CATERPILLAR,226B3,13000,3139.0,3.0,52.86743419421797,bkt,,,,Feb
157,rbauction_10411845,CATERPILLAR,242D 2 SPD,17500,2916.0,3.0,34.901758711493514,bkt,,,,Feb
158,rbauction_10613090,CASE,85XT,11500,373.0,,40.2456320885515,bkt,,,,May
159,rbauction_10587876,NEW HOLLAND,L185,27000,868.0,9.0,41.059898546357466,bkt,,,,Jun
160,rbauction_10285849,BOBCAT,753,6500,3097.0,21.0,27.080658926784345,bkt,,,,Oct
161,rbauction_11303586,CATERPILLAR,236,12000,4632.0,18.0,22.422318823289114,bkt,,,,Jun
162,rbauction_10479293,JCB,260,24500,1703.0,6.0,52.754361872769785,Q/C bkt,,,,Mar
163,rbauction_10092881,CATERPILLAR,246C 2 SPD HIGH FLOW,15500,3848.0,9.0,46.67022591236864,hyd Q/C bkt,,,,Jun
164,rbauction_10405734,BOBCAT,S650,25000,1830.0,6.0,37.52365721699236,,,,,Feb
165,bigiron_EL1337,MUSTANG,930A,5400,1596.0,,37.60043231310815,"51.5' Wide Bucket, Bucket Has Rust Holes - Review Pictures For Details",3 Cylinder Diesel Yanmar Engine Model 3TN82E-AS,7.00-15SS Tires,,Nov
166,rbauction_10410166,BOBCAT,S650,15500,2889.0,3.0,37.21509680766432,bkt,,,,Feb
167,rbauction_10621458,DEERE,270,13000,1533.0,15.0,30.383635452262364,Q/C bkt,,,,Jun
168,rbauction_10329292,CASE,440,17000,3703.0,9.0,47.44803300444514,,,,,Dec
169,rbauction_10446345,DEERE,240,8500,2416.0,15.0,43.480883468629344,bkt,,,,Feb
170,rbauction_10411842,CATERPILLAR,236D,14000,4062.0,3.0,37.7739884615214,bkt,,,,Feb
171,rbauction_11163508,DEERE,320,9000,,12.0,29.35716740960491,,,,,Mar
172,rbauction_11018124,BOBCAT,S185,10000,2998.0,9.0,22.25154803835109,bkt,,aperture tires,,Dec
173,rbauction_10334560,CASE,SR250 2 SPD,17500,2861.0,6.0,50.36385664093022,hyd Q/C bkt,,,,Dec
174,rbauction_10236395,CATERPILLAR,236,8000,,18.0,26.192766614043585,bkt,,,,Sep
175,rbauction_10089195,BOBCAT,S630 2 SPD,27000,393.0,3.0,44.3344209767484,,,,,Jun
176,rbauction_10531989,CASE,70XT,15000,1460.0,15.0,36.43900365075271,Q/C bkt,,,,Apr
177,rbauction_11126057,CASE,1845C,7500,5418.0,21.0,49.45542921807603,bkt,,,,Mar
178,rbauction_10344785,MATTSON,ML525W WALK BEHIND (UNUSED),7500,,0.0,24.2556286970784,4-in-1 bkt,,,,Dec
179,rbauction_10835332,VOLVO,MC110B,9500,1340.0,6.0,40.9609917111269,,,,,Oct
180,rbauction_10428691,BOBCAT,S570,20000,1178.0,3.0,32.50159683666419,bkt,,,,Feb
181,rbauction_10290528,BOBCAT,A300 2 SPD HIGH FLOW,25000,681.0,9.0,46.08540616561539,hyd Q/C bkt,,,,Dec
182,rbauction_10368637,NEW HOLLAND,LS180,11000,2205.0,12.0,49.31714852390878,hyd Q/C bkt,,,,Dec
183,rbauction_10749065,CATERPILLAR,236,13000,1628.0,18.0,18.101902624703037,bkt,,,,Aug
184,rbauction_10743396,BOBCAT,S300 HIGH LIFT,17500,2942.0,12.0,17.5270270740669,,,,,Jul
185,bigiron_CX1412,CATERPILLAR,216,8906,1600.0,15.0,23.89856881157216,"67"" Quick Tach Bucket",4 Cylinder CAT Diesel Engine,10.00 X 16.5 Tires,Single Speed Hydro-Drive,Jul
186,rbauction_10872474,CATERPILLAR,226B,15000,,12.0,26.228895965553214,bkt,,,,Nov
187,rbauction_10964912,DEERE,240,10000,3056.0,15.0,26.614635587877626,bkt,,,,Dec
188,rbauction_10557897,CATERPILLAR,236B 3,22500,1835.0,6.0,38.14145477216517,bkt,,,,Apr
189,rbauction_10230600,JCB,155 T4 ECO,21000,439.0,3.0,44.65778022835924,bkt,,,,Sep
190,rbauction_10742830,BOBCAT,S570,19000,1813.0,3.0,21.357075228861174,,,solid tires,,Sep
191,rbauction_10687670,BOBCAT,S250 2 SPD,9500,5859.0,15.0,25.071188864369613,,,,,Jul
192,rbauction_10518646,WACKER NEUSON,SW28,26000,153.0,3.0,39.23883127900278,bkt,,solid tires,,Mar
193,rbauction_10073905,CATERPILLAR,236B,12000,9641.0,12.0,37.543973970809844,bkt,,,,Jun
194,rbauction_10750927,BOBCAT,963,10000,3615.0,15.0,29.888418211750604,bkt,,,,Aug
195,rbauction_10814539,BOBCAT,S570,20000,833.0,3.0,15.323310715866576,bkt,,solid tires,,Sep
196,rbauction_10414791,BOBCAT,S175,12500,2398.0,9.0,25.904653326980117,bkt,,,,Mar
197,rbauction_10797345,CASE,90XT,14500,1814.0,12.0,23.48354146309988,bkt,,,,Sep
198,rbauction_10123429,CATERPILLAR,226B,15000,,9.0,35.028972687948716,bkt,,solid tires,,Jul
199,rbauction_10438967,NEW HOLLAND,L218,16500,144.0,3.0,31.757833878264183,bkt,,,,Apr
200,rbauction_10259799,BOBCAT,753,6500,4422.0,15.0,42.902639279596364,bkt,,,,Nov
201,rbauction_10562210,CASE,SV185,19000,1197.0,6.0,48.56108225835371,Q/C bkt,,solid tires,,Apr
202,rbauction_11143647,CATERPILLAR,226B3,9500,2170.0,9.0,33.0536050880745,bkt,,foam filled tires,,Mar
203,rbauction_11243979,BOBCAT,S175,14000,1888.0,6.0,23.49334217770109,bkt,,,,May
204,rbauction_10128230,CATERPILLAR,262C2 2 SPD HIGH FLOW,25000,4364.0,3.0,24.54836627047132,bkt,,solid tires,,Jul
205,rbauction_10314658,CASE,60XT,9500,1390.0,12.0,54.03635615616918,bkt,,,,Dec
206,rbauction_10210937,BOBCAT,S130,15000,5489.0,3.0,26.01276535531876,bkt,,,,Sep
207,rbauction_10109911,BOBCAT,463,12000,1451.0,9.0,12.513490605029473,bkt,,,,Jul
208,rbauction_10635046,CASE,1845C,17000,2547.0,18.0,47.90507112694097,Q/C bkt,,,,Jul
209,rbauction_10591992,BOBCAT,S300 2 SPD HIGH FLOW,13500,,12.0,28.818822131763856,bkt,,12x16.5 tires,,May
210,rbauction_10070379,BOBCAT,753,5000,,27.0,22.88499335577929,bkt,,,,Jun
211,bigiron_AF1307,BOBCAT,T750,30250,1068.0,0.0,24.556216967646844,,,,,Jul
212,rbauction_10099256,DEERE,317,10000,1344.0,9.0,36.769144307130006,bkt,,,,Jul
213,rbauction_10236085,CASE,1840,16000,2776.0,15.0,48.52044165321643,bkt,,,,Oct
214,rbauction_10622940,CATERPILLAR,226B3,16500,,3.0,29.842888018709324,bkt,,aperture tires,,Jun
215,rbauction_10601997,CATERPILLAR,262B,12500,,12.0,33.26634254832409,bkt,,,,May
216,rbauction_10737161,CASE,465,7000,6178.0,9.0,30.131581986892876,bkt,,,,Jul
217,rbauction_10456177,CATERPILLAR,246B,11000,,12.0,36.46887755502036,bkt,,,,Feb
218,rbauction_10049172,BOBCAT,S70,10000,1657.0,6.0,29.920610016610876,bkt,,,,Jul
219,rbauction_11193588,TEREX,TSR60,11500,1224.0,,36.53825224048045,bkt,,cushion tires,,Apr
220,rbauction_10272467,KOMATSU,SK1020-5N GALEO,12000,3840.0,9.0,39.698682924712884,bkt,,,,Dec
221,rbauction_10182674,BOBCAT,S570 2 SPD,34000,253.0,3.0,24.136545371079087,hyd Q/C bkt,,,,Sep
222,rbauction_11111098,CASE,465,13000,,9.0,41.69544407172847,bkt,,,,Mar
223,rbauction_10833429,CATERPILLAR,246C,13500,4459.0,6.0,49.48728139771965,Q/C bkt,,solid tires,,Sep
224,rbauction_10462507,CATERPILLAR,262B 2 SPD,16500,1340.0,9.0,48.26059560580887,bkt,,,,Feb
225,rbauction_10227451,BOBCAT,S130,13000,2410.0,3.0,28.18838088558427,bkt,,,,Sep
226,rbauction_11026967,CATERPILLAR,262D 2 SPD,18500,3971.0,3.0,62.5442433257875,bkt,,solid tires,,Feb
227,rbauction_10502201,CATERPILLAR,226B3,26000,498.0,3.0,28.992713511728958,,,,,Mar
228,rbauction_11116137,BOBCAT,S770 2 SPD,22000,1731.0,3.0,25.255026092595052,bkt,,,,May
229,rbauction_10449352,BOBCAT,S650 2 SPD,24000,230.0,3.0,15.981995607857693,bkt,,,,Mar
230,rbauction_10402564,BOBCAT,S630 HIGH FLOW,15000,6132.0,3.0,44.98011199977022,,,solid tires,,Mar
231,rbauction_11011632,BOBCAT,S150,11500,2500.0,6.0,10.724025826430909,,,,,Feb
232,rbauction_10673835,VOLVO,MC95C,11000,474.0,3.0,21.066784536900943,bkt,,,,Sep
233,rbauction_10447467,CATERPILLAR,246C,16000,4602.0,6.0,35.16792310821629,bkt,,,,Mar
234,rbauction_10447470,CATERPILLAR,246C,17500,2288.0,6.0,36.342846002681476,bkt,,,,Mar
235,rbauction_10664426,BOBCAT,S185,12000,,6.0,16.602293473693848,bkt,,,,Jun
236,rbauction_10615013,BOBCAT,S570,17000,1759.0,3.0,13.283053281339939,,,solid tires,,Jun
237,rbauction_10320904,BOBCAT,S150,13000,2123.0,3.0,35.90434286111716,,,,,Dec
238,rbauction_10306087,BOBCAT,773,8500,6655.0,18.0,23.29168744138545,bkt,,,,Nov
239,rbauction_10814541,DEERE,318E,17000,539.0,3.0,33.607268155502595,bkt,,solid tires,,Sep
240,rbauction_10640805,CATERPILLAR,226B3,14500,1231.0,3.0,37.629623826617774,bkt,,,,Jun
241,rbauction_10107921,BOBCAT,S185,14000,988.0,3.0,33.67925038269443,bkt,,,,Jul
242,rbauction_10185697,DEERE,325,11500,1884.0,12.0,39.14624141392579,bkt,,,,Aug
243,rbauction_10629409,BOBCAT,S650,17000,596.0,6.0,38.92930922522554,,,,,Jun
244,rbauction_10223155,BOBCAT,S250 2 SPD,21000,3807.0,9.0,40.1517537105789,bkt,,,,Sep
245,rbauction_10328935,GEHL,4240E,23000,566.0,9.0,43.56522283436819,bkt,,,,Dec
246,rbauction_10181755,DEERE,332D 2 SPD,23000,2675.0,6.0,37.24870796595778,hyd Q/C bkt,,,,Sep
247,rbauction_10771207,VOLVO,MC95C,19500,2305.0,3.0,37.58013812478311,bkt,,,,Sep
