,unique_id,make,model,hours_final_nan,winning_bid,age_at_sale_nan,hours_final,age_at_sale,score,bucket,engine,tires,transmission,month_sold,engine_sentiment,bucket_sentiment,tires_sentiment,transmission_sentiment
3427,PW_FS9560,BOBCAT,753,0,-0.8820576875717868,0,0.11521469731069371,1.490894906826718,-0.4422790352553533,Foot bucket controls,Kubota V2203E 2.2L four cylinder diesel engine,19-15.5 tires,Hydrostatic transmission,Jun,0.0,0.0,0.0,0.0
3428,rbauction_10722967,CATERPILLAR,252,1,0.3280248792185516,0,0.27101882444419034,0.9966547901573437,0.46731174735885356,bkt,,,,Jul,0.0,0.0,0.0,0.0
3429,rbauction_10379491,BOBCAT,S130,0,-1.3298436960717142,0,1.028668972618328,0.008174556818595184,0.5320791017699562,bkt,,,,Dec,0.0,0.0,0.0,0.0
3430,rbauction_10293320,BOBCAT,S70,0,-0.34664916228517617,0,0.17864559190138116,-1.4745457931895276,-0.02314707366826357,bkt,,,,Nov,0.0,0.0,0.0,0.0
3431,rbauction_10616364,BOBCAT,553,0,-1.6651647007333588,0,-0.2802153912901833,0.5024146734879694,-1.244366450740295,bkt,,solid tires,,Jun,0.0,0.0,0.0,0.0
3432,rbauction_10141877,CATERPILLAR,248B,0,0.6002898532619867,0,0.4988565717265821,0.5024146734879694,0.33894818702465174,bkt,,,,Sep,0.0,0.0,0.0,0.0
3433,rbauction_10126978,DEERE,325 2 SPD,0,1.2100253190377566,0,0.28433485404031017,0.008174556818595184,1.8392580946606711,hyd Q/C bkt,,,,Aug,0.0,0.0,0.0,0.0
3434,bigiron_DC3075,DEERE,326D,0,0.6942014471614706,0,0.44937402648867736,-0.9803056765201533,0.2833420205285596,"74"" Multi-Purpose Bucket With Front Bolt On Cutting Edge",,,,Jul,0.0,0.0,0.0,0.0
3435,rbauction_10242162,CATERPILLAR,246,0,0.5353512775340288,0,1.020656301686678,0.9966547901573437,0.5512969716197488,Q/C bkt,,,,Oct,0.0,0.0,0.0,0.0
3436,rbauction_10688129,CASE,SR210 2 SPD,0,1.1611405485627067,0,-2.1310276067553655,-0.9803056765201533,-0.3450437210824871,bkt,,,,Jun,0.0,0.0,0.0,0.0
3437,rbauction_10338064,NEW HOLLAND,LS190,0,-1.1797648316293312,0,0.7156232086948837,0.5024146734879694,-0.42183801132330945,,,,,Dec,0.0,0.0,0.0,0.0
3438,bigiron_DG5661,BOBCAT,S175,0,0.25427948685170004,0,-0.10636329845538761,0.008174556818595184,0.019221397985650878,Foot Controls For Lift And Bucket,Kubota 4-Cylinder Diesel Engine,Tires:10-16.5NHS,Hydro Transmission,Aug,0.0,0.0,0.0,0.0
3439,rbauction_10411853,CATERPILLAR,262D,0,1.52453008122553,0,0.10233581337944045,-1.4745457931895276,1.1700664431561805,bkt,,,,Feb,0.0,0.0,0.0,0.0
3440,rbauction_10504157,BOBCAT,S650 HIGH FLOW,1,0.9538141502472256,0,0.27101882444419034,-0.4860655598507791,-0.9433567692984592,bkt,,,,Mar,0.0,0.0,0.0,0.0
3441,rbauction_10259889,CATERPILLAR,262C,0,0.3280248792185516,0,1.2619036423622785,0.008174556818595184,0.52184635726297,hyd Q/C bkt,,,,Oct,0.0,0.0,0.0,0.0
3442,ironplanet_1663703,BOBCAT,S175,0,0.09883617890505499,0,-3.671741440318992,-0.4860655598507791,1.0040628932451727,,Ultra Low Sulfur Diesel,Cushion Tires,,Sep,0.0,0.0,0.0,0.0
3443,rbauction_10836896,NEW HOLLAND,L223,0,-0.6655528758983439,0,0.8699829085879809,-0.4860655598507791,-1.606768160234802,bkt,,,,Sep,0.0,0.0,0.0,0.0
